"Satisfaction","Gender","Ages","Customer_Type","Class","Inflight_wifi_service","Departure_Arrival_time_convenient","Ease_of_Online_booking","Gate_location","Food_and_drink","Online_boarding","Seat_comfort","Inflight_entertainment","On_board_service","Leg_room_service","Baggage_handling","Checkin_service","Inflight_service","Cleanliness","Departure_Delay_in_Minutes","Arrival_Delay_in_Minutes"
"No","Male","[40, 49)","L","Business",3,5,5,5,3,3,4,3,3,3,3,3,3,3,10,0
"Yes","Female","[40, 49)","L","Business",2,2,2,2,5,4,4,5,5,5,5,4,5,4,0,0
"Yes","Male","[40, 49)","L","Business",3,3,3,3,4,4,5,5,5,5,5,3,5,5,0,0
"No","Male","[40, 49)","L","Eco",3,4,3,4,2,3,2,2,3,2,4,4,4,2,0,0
"Yes","Female","[40, 49)","L","Eco",5,1,1,1,3,3,4,5,5,5,5,1,5,5,0,0
"Yes","Male","[40, 49)","L","Eco",5,3,3,3,5,5,5,5,2,4,5,2,2,5,0,0
"No","Male","[40, 49)","L","Eco",1,2,1,4,3,1,3,3,2,5,3,1,4,3,0,0
"Yes","Female","[40, 49)","L","Business",3,3,3,3,2,4,5,4,4,4,5,4,4,3,0,0
"No","Female","[40, 49)","L","Eco",1,2,1,1,1,2,2,4,4,1,2,2,4,1,28,46
"Yes","Male","[40, 49)","L","Business",5,5,5,5,5,4,5,4,4,4,4,5,4,4,0,0
"No","Female","[40, 49)","L","Eco",1,5,1,2,3,1,3,3,3,5,5,4,1,3,17,12
"No","Female","[40, 49)","NL","Business",3,3,3,4,3,3,3,3,1,5,3,1,3,3,3,8
"Yes","Male","[40, 49)","L","Business",1,1,1,1,3,5,5,5,5,5,4,5,5,4,0,0
"Yes","Male","[40, 49)","L","Eco Plus",5,1,1,1,4,5,4,4,1,4,4,4,2,4,5,8
"Yes","Male","[40, 49)","L","Business",2,1,2,2,2,4,5,5,5,5,5,5,5,5,11,8
"Yes","Male","[40, 49)","L","Eco",3,4,3,4,3,4,3,3,2,4,2,1,2,3,11,11
"Yes","Female","[40, 49)","L","Business",1,1,1,1,4,4,4,3,3,4,1,4,5,4,0,0
"No","Female","[40, 49)","L","Business",2,5,2,5,2,4,5,1,1,2,1,4,1,5,14,2
"Yes","Female","[40, 49)","L","Business",3,3,3,3,5,4,5,4,4,4,4,4,4,3,0,0
"Yes","Male","[40, 49)","L","Business",5,5,5,5,3,4,4,5,5,5,5,4,5,5,0,5
"Yes","Female","[40, 49)","L","Eco",4,4,1,4,2,4,4,4,4,4,4,2,4,5,0,0
"Yes","Male","[40, 49)","L","Business",5,5,5,5,2,4,5,5,5,5,5,3,5,5,27,26
"Yes","Male","[40, 49)","L","Business",4,4,4,4,5,5,4,4,4,4,5,5,4,4,0,0
"Yes","Female","[40, 49)","L","Business",3,3,3,3,3,2,3,3,3,4,4,3,3,3,0,0
"Yes","Female","[40, 49)","L","Eco",5,4,4,4,5,2,2,5,5,5,5,4,5,3,0,0
"No","Male","[40, 49)","L","Business",1,3,5,3,4,4,3,1,1,2,1,3,1,2,34,26
"No","Male","[40, 49)","L","Eco",3,1,1,1,3,3,3,3,3,4,2,3,3,3,80,73
"No","Male","[40, 49)","L","Eco",3,5,4,4,3,3,3,3,2,5,3,4,3,3,0,0
"Yes","Male","[40, 49)","L","Business",0,4,0,4,2,4,4,4,4,1,1,3,4,3,4,0
"No","Male","[40, 49)","L","Eco Plus",2,5,5,5,2,2,2,2,4,5,4,1,3,2,0,0
"Yes","Male","[40, 49)","L","Eco",4,3,3,3,4,4,4,4,5,1,4,2,5,4,0,0
"Yes","Male","[40, 49)","L","Business",2,3,2,2,4,5,5,5,5,5,5,5,5,5,2,0
"Yes","Male","[40, 49)","L","Business",2,2,2,2,4,5,4,4,4,4,5,3,4,4,0,0
"Yes","Male","[40, 49)","L","Business",1,1,1,1,2,4,5,4,4,3,4,5,4,4,0,0
"Yes","Male","[40, 49)","L","Business",4,4,4,4,2,5,4,4,4,4,4,5,4,3,0,0
"Yes","Female","[40, 49)","L","Business",4,4,3,4,5,4,5,4,4,4,4,4,4,5,0,0
"No","Female","[40, 49)","L","Business",2,5,5,5,4,3,3,2,2,2,2,4,2,1,0,0
"No","Male","[40, 49)","L","Eco",3,5,3,3,3,3,3,3,5,2,4,3,5,3,0,0
"No","Female","[40, 49)","L","Eco",2,3,2,5,2,3,2,5,5,4,3,2,1,2,0,0
"Yes","Female","[40, 49)","L","Business",3,4,3,3,2,3,2,4,4,4,4,4,4,5,0,0
"Yes","Male","[40, 49)","L","Business",4,4,4,4,2,4,5,3,3,3,3,3,3,4,0,0
"No","Female","[40, 49)","L","Business",3,2,3,4,3,2,2,4,4,3,4,2,1,2,0,4
"No","Male","[40, 49)","L","Eco",4,3,4,3,1,4,1,1,1,1,3,2,2,1,0,19
"No","Male","[40, 49)","L","Business",3,4,4,4,5,4,4,3,3,3,3,4,3,3,13,14
"No","Female","[40, 49)","L","Eco",2,4,2,3,5,5,5,3,3,2,3,3,3,4,32,21
"No","Male","[40, 49)","L","Eco",2,3,3,3,2,2,2,2,1,4,3,1,3,2,0,12
"Yes","Female","[40, 49)","L","Business",4,4,4,4,3,1,4,5,5,5,5,4,5,4,0,0
"No","Male","[40, 49)","NL","Business",2,2,2,3,5,2,5,5,1,3,2,4,2,5,8,25
"Yes","Male","[40, 49)","L","Business",3,3,3,3,4,5,5,2,2,2,2,5,2,4,13,28
"Yes","Male","[40, 49)","L","Business",1,1,1,1,2,5,5,4,4,4,4,5,4,4,0,0
"Yes","Female","[40, 49)","NL","Business",5,5,5,1,1,5,1,1,3,5,4,4,4,1,0,0
"No","Female","[40, 49)","L","Eco",2,5,5,5,4,4,3,2,2,2,2,4,2,4,0,0
"No","Male","[40, 49)","NL","Business",3,3,3,2,3,3,3,3,4,5,5,3,5,3,54,50
"Yes","Male","[40, 49)","L","Business",1,1,1,1,5,5,5,5,5,5,5,5,5,3,0,0
"Yes","Female","[40, 49)","L","Eco",4,3,2,3,4,1,4,4,4,4,4,2,4,3,1,6
"Yes","Male","[40, 49)","L","Business",2,2,2,2,5,3,4,4,4,4,4,4,4,3,5,0
"Yes","Female","[40, 49)","L","Business",1,1,1,1,5,4,5,4,4,4,4,4,4,3,0,0
"Yes","Male","[40, 49)","L","Business",3,3,3,3,4,5,5,5,5,5,5,3,5,3,0,0
"Yes","Male","[40, 49)","NL","Business",5,5,5,3,2,5,2,2,3,4,4,5,4,2,76,95
"Yes","Male","[40, 49)","L","Business",3,3,3,3,2,3,3,5,5,5,5,2,5,4,0,0
"Yes","Female","[40, 49)","L","Business",3,3,3,3,2,5,4,4,4,4,4,5,4,5,64,54
"Yes","Female","[40, 49)","L","Business",5,5,3,5,3,5,5,3,3,3,3,3,3,4,22,17
"Yes","Female","[40, 49)","L","Business",0,0,0,4,4,5,1,4,4,4,4,2,4,4,0,4
"Yes","Female","[40, 49)","L","Eco",4,2,2,2,5,4,1,4,4,4,4,4,4,2,0,0
"No","Female","[40, 49)","L","Business",2,2,2,2,5,4,4,4,4,3,2,3,4,1,0,6
"No","Female","[40, 49)","L","Eco",1,3,3,3,1,1,1,4,4,3,4,1,2,1,132,133
"Yes","Female","[40, 49)","L","Business",5,5,4,5,5,5,4,3,3,3,3,4,3,3,15,5
"No","Female","[40, 49)","L","Business",1,1,1,4,5,3,4,3,3,1,3,2,3,4,0,0
"Yes","Female","[40, 49)","L","Business",1,1,1,1,4,3,2,4,4,4,4,3,4,5,11,0
"Yes","Male","[40, 49)","L","Business",1,1,1,1,2,4,4,5,5,4,5,5,5,5,0,0
"No","Male","[40, 49)","L","Eco",2,4,2,3,2,2,2,2,4,3,4,5,5,2,0,0
"Yes","Male","[40, 49)","L","Eco",4,1,1,1,4,4,4,4,3,1,4,2,2,4,0,0
"No","Male","[40, 49)","L","Business",4,2,2,2,2,2,2,4,4,4,4,3,4,3,14,3
"No","Male","[40, 49)","NL","Eco",3,1,3,4,3,3,3,3,3,3,3,1,4,3,54,44
"No","Female","[40, 49)","L","Eco",3,4,3,3,2,1,3,3,3,3,3,5,3,1,7,0
"No","Male","[40, 49)","L","Eco",4,2,2,2,3,4,3,3,1,4,3,2,3,3,0,0
"Yes","Female","[40, 49)","L","Business",4,4,4,4,5,5,4,5,5,5,5,3,5,5,5,8
"Yes","Male","[40, 49)","L","Eco",5,4,4,4,5,5,5,5,5,2,3,2,2,5,3,0
"Yes","Female","[40, 49)","L","Business",5,5,5,5,5,4,4,5,5,5,5,4,5,5,0,0
"Yes","Female","[40, 49)","L","Business",3,3,3,3,3,4,4,5,5,4,5,5,5,4,53,57
"Yes","Male","[40, 49)","L","Business",4,4,4,4,3,5,5,2,2,2,2,4,2,5,2,0
"Yes","Male","[40, 49)","L","Eco",3,4,3,3,3,3,3,3,3,3,3,1,3,3,0,2
"No","Female","[40, 49)","L","Business",4,5,5,5,4,2,3,4,4,4,4,3,4,2,24,31
"Yes","Male","[40, 49)","L","Business",2,2,2,2,3,4,5,4,4,4,4,4,4,5,0,0
"Yes","Male","[40, 49)","L","Eco",4,5,5,5,4,4,4,4,3,1,3,5,4,4,0,0
"Yes","Male","[40, 49)","L","Business",3,3,3,3,1,4,4,3,3,4,3,5,3,4,18,12
"Yes","Female","[40, 49)","L","Business",2,2,2,2,4,5,5,4,4,4,4,3,4,5,0,0
"Yes","Female","[40, 49)","L","Business",5,5,5,5,1,5,2,5,5,5,5,3,5,1,0,0
"Yes","Male","[40, 49)","L","Business",1,1,3,1,5,5,5,4,3,3,5,5,4,5,9,0
"Yes","Male","[40, 49)","L","Business",2,2,2,2,5,4,4,4,4,4,4,4,4,3,5,0
"No","Male","[40, 49)","L","Eco",2,5,2,1,5,2,5,5,5,3,1,2,4,5,20,5
"Yes","Female","[40, 49)","L","Eco",5,3,3,3,3,4,2,5,5,5,5,1,5,2,5,4
"Yes","Male","[40, 49)","L","Business",2,2,2,2,2,1,2,4,4,4,4,4,4,1,0,0
"No","Female","[40, 49)","L","Eco",1,3,3,3,5,3,3,1,1,1,1,3,1,2,10,22
"Yes","Female","[40, 49)","L","Business",2,2,2,2,3,5,4,4,4,4,4,4,4,5,0,0
"Yes","Male","[40, 49)","L","Business",1,1,2,1,3,4,4,4,4,4,4,4,4,4,21,14
"No","Male","[40, 49)","NL","Business",2,1,1,4,1,2,1,1,3,4,5,5,5,1,0,0
"Yes","Male","[40, 49)","L","Business",4,4,4,4,5,5,5,3,3,4,5,5,3,5,0,20
"Yes","Male","[40, 49)","L","Business",5,5,4,5,3,5,4,4,4,4,4,3,4,3,14,6
"No","Male","[40, 49)","L","Eco Plus",3,5,3,4,2,3,2,2,5,5,5,5,4,2,0,0
"Yes","Female","[40, 49)","L","Business",1,1,4,1,4,5,4,4,4,4,4,4,4,5,0,0
"Yes","Female","[40, 49)","L","Business",2,2,4,2,5,5,5,4,4,4,4,5,4,4,3,11
"Yes","Female","[40, 49)","L","Business",0,0,0,3,3,5,4,3,3,3,3,5,3,5,15,3
"No","Male","[40, 49)","L","Eco",2,4,2,3,2,2,2,2,4,4,5,5,4,2,0,0
"No","Male","[40, 49)","L","Business",2,3,3,3,3,4,3,2,2,2,2,3,2,2,5,4
"No","Female","[40, 49)","NL","Eco",3,2,3,3,4,3,1,4,3,3,4,1,3,4,0,0
"Yes","Male","[40, 49)","L","Business",4,4,4,4,2,5,5,4,4,4,4,5,4,4,0,0
"No","Male","[40, 49)","L","Business",2,5,5,5,2,2,2,2,2,2,2,2,2,4,0,0
"No","Male","[40, 49)","L","Eco",3,1,2,4,2,2,2,2,3,3,4,1,4,2,10,54
"Yes","Female","[40, 49)","L","Eco",3,1,1,1,1,3,1,3,3,3,3,3,3,5,26,35
"No","Female","[40, 49)","L","Business",3,4,4,4,1,4,3,3,3,3,3,4,3,4,0,2
"Yes","Female","[40, 49)","L","Business",5,5,5,5,5,4,5,5,5,5,5,4,5,5,0,11
"Yes","Male","[40, 49)","L","Business",3,3,3,3,2,4,5,5,5,5,5,4,5,5,0,0
"Yes","Female","[40, 49)","L","Business",2,2,2,2,5,4,1,4,4,4,4,1,4,1,0,0
"Yes","Female","[40, 49)","NL","Business",4,4,4,3,3,4,3,3,1,4,4,4,2,3,0,0
"No","Female","[40, 49)","L","Business",4,4,4,4,1,2,1,4,4,4,4,1,4,3,0,0
"Yes","Male","[40, 49)","L","Eco",3,5,5,5,3,3,3,3,3,3,3,1,5,3,0,8
"Yes","Female","[40, 49)","L","Eco Plus",4,3,2,3,1,1,1,5,5,4,5,1,5,2,0,0
"Yes","Female","[40, 49)","L","Business",1,1,1,1,2,4,4,4,4,4,4,5,4,4,97,90
"No","Male","[40, 49)","L","Business",4,1,1,1,4,2,3,4,4,4,4,1,4,3,10,0
"Yes","Female","[40, 49)","L","Business",3,3,3,3,5,5,5,4,4,5,4,4,4,3,21,11
"Yes","Female","[40, 49)","L","Business",5,5,5,5,4,4,5,4,4,4,4,4,4,5,20,9
"No","Male","[40, 49)","L","Eco",3,4,3,3,1,3,1,1,4,5,5,4,4,1,0,0
"No","Female","[40, 49)","L","Eco",1,4,1,3,1,4,4,2,2,1,2,2,2,2,0,0
"No","Male","[40, 49)","L","Eco",3,3,3,3,3,3,3,3,4,1,4,2,4,3,0,0
"Yes","Male","[40, 49)","L","Business",5,5,5,5,2,4,5,5,5,5,5,4,5,4,0,0
"Yes","Male","[40, 49)","L","Business",4,4,4,4,5,5,5,4,4,4,4,3,4,5,7,0
"Yes","Female","[40, 49)","L","Eco",0,5,0,2,3,5,5,2,2,0,5,5,2,5,0,0
"Yes","Female","[40, 49)","L","Business",5,5,5,5,3,5,4,3,3,3,3,3,3,4,0,0
"Yes","Male","[40, 49)","L","Eco",5,1,1,1,5,5,5,5,5,4,4,3,4,5,74,58
"No","Female","[40, 49)","L","Business",2,5,3,3,4,3,3,2,2,2,2,2,2,2,0,28
"Yes","Male","[40, 49)","L","Business",3,3,3,3,2,5,5,4,4,4,5,1,4,5,0,0
"Yes","Female","[40, 49)","L","Eco Plus",5,3,5,2,4,3,2,1,1,5,1,1,1,3,0,1
"Yes","Female","[40, 49)","L","Business",3,4,3,3,4,4,4,4,4,4,4,5,4,3,0,0
"No","Female","[40, 49)","L","Eco",3,5,5,5,3,3,3,3,3,3,3,4,3,1,41,52
"Yes","Male","[40, 49)","L","Eco Plus",3,4,4,4,3,3,3,3,3,1,1,2,1,3,0,6
"Yes","Female","[40, 49)","L","Business",5,5,5,5,3,2,2,4,4,4,4,3,4,1,80,125
"No","Female","[40, 49)","L","Business",1,4,4,4,4,4,3,1,1,2,1,2,1,3,0,0
"No","Female","[40, 49)","L","Business",2,4,4,4,1,2,3,2,2,2,2,1,2,1,15,23
"Yes","Female","[40, 49)","L","Business",5,2,5,3,3,2,3,4,4,5,2,4,4,2,16,24
"Yes","Female","[40, 49)","L","Business",2,2,2,2,3,4,4,5,5,5,5,4,5,5,0,0
"No","Male","[40, 49)","L","Eco",1,4,1,2,3,1,3,3,4,2,4,3,5,3,37,39
"Yes","Male","[40, 49)","L","Eco Plus",5,5,5,5,5,5,5,5,2,3,5,2,4,5,0,16
"Yes","Male","[40, 49)","L","Business",4,4,4,4,1,5,4,3,3,3,3,4,3,2,62,49
"Yes","Male","[40, 49)","L","Business",1,1,1,1,2,4,4,5,5,4,5,4,5,4,0,0
"No","Female","[40, 49)","NL","Business",3,3,3,2,5,3,5,5,3,5,5,5,4,5,18,5
"Yes","Male","[40, 49)","L","Business",1,1,4,1,3,4,5,5,5,5,4,3,5,3,1,0
"No","Female","[40, 49)","L","Business",3,3,3,3,2,4,4,3,3,3,3,1,3,3,29,17
"Yes","Male","[40, 49)","L","Business",2,2,2,2,4,2,2,4,4,4,4,2,4,5,0,0
"No","Female","[40, 49)","NL","Eco",2,2,2,4,2,3,3,3,5,4,3,3,4,3,0,0
"No","Male","[40, 49)","NL","Eco Plus",3,3,3,2,3,3,3,3,1,5,3,5,5,3,90,95
"No","Female","[40, 49)","L","Eco",3,5,3,3,3,4,5,3,3,3,3,3,3,3,27,39
"Yes","Male","[40, 49)","L","Business",2,2,2,2,2,4,4,5,5,5,5,2,5,3,0,0
"Yes","Male","[40, 49)","L","Business",4,4,4,4,5,5,4,4,4,4,4,3,4,5,55,60
"Yes","Male","[40, 49)","L","Business",3,3,3,3,4,5,4,3,3,4,3,5,3,5,1,7
"Yes","Female","[40, 49)","L","Business",4,4,4,4,5,4,5,5,5,4,5,5,5,3,0,0
"Yes","Female","[40, 49)","L","Business",4,4,2,4,3,4,4,4,4,4,4,4,4,3,1,0
"No","Male","[40, 49)","L","Eco",3,5,3,4,5,3,5,5,4,5,5,3,5,5,0,0
"No","Male","[40, 49)","L","Business",5,1,3,1,2,3,2,5,5,4,5,3,5,4,0,0
"No","Male","[40, 49)","L","Eco",1,4,1,1,3,1,3,3,3,5,4,4,5,3,0,0
"No","Male","[40, 49)","L","Eco",2,4,2,2,3,2,3,3,2,3,3,3,3,3,0,0
"Yes","Female","[40, 49)","L","Business",1,1,1,1,1,2,2,5,5,4,4,5,5,1,50,55
"Yes","Female","[40, 49)","L","Business",2,2,5,2,1,1,4,4,4,4,4,1,4,1,0,0
"No","Male","[40, 49)","L","Eco",1,4,1,4,3,1,5,3,5,2,5,3,4,3,0,0
"No","Female","[40, 49)","L","Eco",2,3,3,3,2,2,2,2,3,4,3,1,4,2,22,39
"No","Female","[40, 49)","L","Eco Plus",1,5,0,5,4,5,4,2,2,0,2,3,2,4,0,0
"No","Male","[40, 49)","L","Eco",3,5,5,5,3,3,3,3,1,3,1,4,1,3,10,21
"No","Female","[40, 49)","L","Eco",3,3,3,3,3,3,3,3,3,5,4,2,3,3,0,0
"No","Female","[40, 49)","L","Eco",3,4,3,4,1,4,3,4,4,3,4,4,4,2,0,0
"Yes","Female","[40, 49)","L","Business",5,5,4,5,4,5,4,5,5,5,5,5,5,4,6,88
"Yes","Female","[40, 49)","L","Business",4,4,4,4,3,4,5,4,4,4,4,3,4,4,0,0
"Yes","Female","[40, 49)","L","Business",3,3,3,3,5,5,5,4,2,5,4,5,5,5,247,254
"Yes","Female","[40, 49)","L","Business",2,2,2,2,2,4,4,5,5,5,5,5,5,4,2,6
"Yes","Female","[40, 49)","L","Business",4,4,4,4,4,2,5,5,5,5,4,1,5,4,0,0
"No","Female","[40, 49)","L","Business",3,5,5,5,2,4,4,3,3,3,3,1,3,1,23,11
"Yes","Female","[40, 49)","L","Business",1,1,1,1,5,4,4,3,3,4,3,4,3,4,1,11
"Yes","Female","[40, 49)","L","Business",2,2,2,2,2,4,4,4,4,4,4,5,4,3,9,17
"Yes","Female","[40, 49)","L","Business",5,5,5,5,3,5,5,2,2,2,2,4,2,5,26,9
"No","Male","[40, 49)","L","Eco Plus",1,3,1,5,5,1,5,5,4,4,5,4,4,5,0,0
"No","Female","[40, 49)","L","Eco",1,3,1,5,4,5,2,5,5,1,5,5,5,5,0,0
"Yes","Male","[40, 49)","L","Business",1,1,1,1,2,4,4,3,3,3,3,5,3,4,17,6
"Yes","Male","[40, 49)","L","Business",0,4,0,1,5,1,5,5,5,5,5,3,5,3,46,67
"No","Female","[40, 49)","L","Eco",2,5,2,3,2,5,5,4,4,2,4,5,4,3,88,94
"Yes","Male","[40, 49)","L","Business",0,0,0,4,3,4,4,2,2,2,2,5,2,4,0,2
"No","Female","[40, 49)","NL","Business",3,3,3,3,3,3,3,5,4,5,5,3,3,3,187,188
"Yes","Female","[40, 49)","L","Business",3,3,3,3,3,4,4,5,5,5,5,4,5,4,0,0
"Yes","Male","[40, 49)","L","Business",3,3,3,3,4,3,5,5,5,5,5,4,5,4,0,0
"Yes","Female","[40, 49)","L","Business",2,2,2,2,3,4,5,4,4,4,4,5,4,4,0,0
"Yes","Female","[40, 49)","L","Business",5,5,5,5,2,4,5,4,4,4,4,5,4,5,3,0
"Yes","Male","[40, 49)","L","Business",3,3,3,3,3,5,4,4,4,4,4,5,4,4,15,4
"No","Male","[40, 49)","NL","Eco",2,0,2,3,2,2,2,2,1,2,1,4,2,2,0,0
"Yes","Female","[40, 49)","L","Business",5,5,5,5,3,5,5,5,5,5,5,5,5,4,0,0
"Yes","Male","[40, 49)","L","Business",4,4,4,4,3,5,4,2,2,2,2,4,2,4,0,0
"Yes","Female","[40, 49)","L","Business",5,5,5,5,5,5,5,5,2,4,5,5,3,5,14,38
"Yes","Female","[40, 49)","L","Business",2,2,2,2,4,5,5,5,5,5,5,4,5,4,6,0
"No","Female","[40, 49)","L","Eco",3,1,3,4,3,2,3,3,2,4,4,3,3,3,294,316
"Yes","Male","[40, 49)","L","Business",5,5,5,5,2,4,5,5,5,4,5,4,5,3,13,15
"Yes","Female","[40, 49)","L","Business",0,0,0,5,4,4,5,5,5,5,5,5,5,5,0,0
"Yes","Male","[40, 49)","L","Business",3,3,5,3,5,5,5,4,4,4,4,4,4,3,0,10
"Yes","Female","[40, 49)","L","Business",1,1,2,1,4,5,5,4,4,4,4,2,4,5,68,68
"No","Male","[40, 49)","L","Eco",4,5,4,2,2,4,2,2,5,1,1,3,2,2,10,6
"No","Male","[40, 49)","L","Eco",3,5,3,2,2,3,2,2,5,3,4,5,4,2,0,0
"Yes","Male","[40, 49)","L","Business",3,3,3,3,3,5,4,3,3,3,3,5,3,3,0,0
"No","Male","[40, 49)","L","Business",2,4,4,4,3,4,3,2,2,2,2,2,2,3,0,0
"No","Male","[40, 49)","L","Eco",1,1,1,1,5,1,5,5,3,2,2,3,2,5,1,0
"Yes","Male","[40, 49)","L","Business",3,1,3,3,3,4,4,4,4,4,4,3,4,4,0,0
"Yes","Male","[40, 49)","L","Eco",5,5,5,4,5,5,5,5,4,4,4,3,5,5,0,0
"No","Male","[40, 49)","L","Eco",3,4,4,1,3,4,3,3,3,5,5,5,4,3,0,0
"Yes","Female","[40, 49)","L","Business",3,3,3,3,2,4,4,2,2,2,2,5,2,4,0,0
"Yes","Female","[40, 49)","L","Business",2,2,5,2,4,5,4,5,5,5,5,5,5,5,20,0
"No","Male","[40, 49)","NL","Business",2,2,2,1,5,2,5,5,4,4,5,5,4,5,0,0
"No","Male","[40, 49)","L","Eco Plus",1,2,2,2,1,1,1,1,3,2,4,2,3,1,12,6
"No","Male","[40, 49)","L","Eco",3,2,3,4,2,3,2,2,4,5,4,4,4,2,0,0
"No","Male","[40, 49)","L","Eco Plus",1,4,1,2,5,1,5,5,5,5,3,5,4,5,7,0
"No","Female","[40, 49)","L","Business",3,5,5,5,4,3,4,3,3,4,3,2,3,4,23,6
"Yes","Male","[40, 49)","L","Business",5,5,5,5,5,4,4,5,5,5,4,5,5,4,0,0
"Yes","Female","[40, 49)","L","Business",5,5,2,5,2,1,5,3,3,2,3,2,3,3,0,0
"Yes","Male","[40, 49)","L","Business",5,5,5,5,4,5,5,4,4,4,4,4,4,3,0,0
"Yes","Male","[40, 49)","L","Business",1,1,1,1,3,5,5,5,5,5,5,3,5,5,0,0
"Yes","Male","[40, 49)","L","Business",4,4,4,4,1,3,5,3,3,4,5,3,3,5,22,7
"Yes","Male","[40, 49)","L","Business",1,1,5,1,3,5,5,2,2,2,2,5,2,4,1,0
"Yes","Female","[40, 49)","L","Business",4,4,4,4,3,4,5,5,5,5,5,5,5,5,0,0
"No","Female","[40, 49)","L","Eco",4,2,2,2,4,4,3,4,4,4,4,4,4,3,10,0
"Yes","Female","[40, 49)","L","Business",4,4,4,4,4,1,5,4,4,4,4,5,4,1,0,0
"Yes","Female","[40, 49)","NL","Business",5,5,5,4,5,1,1,5,4,4,5,1,5,1,150,149
"Yes","Female","[40, 49)","L","Business",2,2,2,2,4,4,5,5,5,5,5,3,5,5,0,0
"Yes","Male","[40, 49)","L","Business",2,2,2,2,3,5,4,4,4,4,4,3,4,5,2,2
"Yes","Female","[40, 49)","L","Business",1,1,1,1,5,2,2,4,4,4,4,5,4,2,0,0
"Yes","Female","[40, 49)","L","Business",5,5,5,5,2,5,5,5,5,5,5,5,5,2,38,24
"Yes","Female","[40, 49)","L","Business",4,4,4,4,4,4,5,5,5,5,5,5,5,4,25,18
"Yes","Female","[40, 49)","L","Business",2,2,2,2,5,5,4,5,5,5,5,5,5,5,0,0
"Yes","Male","[40, 49)","L","Business",5,5,5,5,3,4,4,4,4,4,4,4,4,5,0,0
"No","Male","[40, 49)","NL","Business",3,3,3,2,3,3,4,3,3,2,5,3,4,3,0,7
"Yes","Female","[40, 49)","L","Business",5,3,5,5,5,4,4,5,5,4,5,3,5,5,8,4
"No","Male","[40, 49)","L","Business",2,1,1,1,2,4,3,2,2,2,2,3,2,2,66,55
"No","Female","[40, 49)","L","Eco",3,4,3,3,4,3,4,4,4,2,4,4,4,4,111,101
"Yes","Male","[40, 49)","L","Business",1,1,1,1,3,4,5,5,5,5,4,3,5,4,0,0
"Yes","Male","[40, 49)","L","Business",2,2,4,2,4,4,5,5,5,5,5,4,5,4,0,7
"Yes","Female","[40, 49)","L","Eco",3,3,3,3,1,1,3,3,3,3,3,2,3,1,0,0
"No","Female","[40, 49)","L","Eco",4,4,4,5,5,1,2,4,4,4,4,3,4,4,64,50
"Yes","Male","[40, 49)","L","Business",4,4,4,4,2,4,4,5,5,5,5,3,5,4,17,0
"Yes","Male","[40, 49)","L","Business",0,0,0,4,4,4,4,2,2,2,2,5,2,4,72,64
"Yes","Male","[40, 49)","L","Business",5,5,5,5,5,5,5,5,5,5,5,5,5,5,28,81
"No","Female","[40, 49)","L","Business",2,2,2,2,2,3,4,2,2,2,2,1,2,1,0,0
"No","Female","[40, 49)","L","Eco",1,2,1,3,4,4,4,3,3,1,3,1,3,3,0,3
"Yes","Female","[40, 49)","L","Business",1,1,1,1,3,4,4,3,3,4,3,4,3,5,0,5
"Yes","Female","[40, 49)","L","Business",5,3,5,3,2,4,2,5,5,5,5,3,5,2,0,0
"Yes","Female","[40, 49)","L","Business",3,3,3,3,4,4,5,5,5,5,5,5,5,5,0,0
"Yes","Female","[40, 49)","L","Business",1,1,1,1,1,1,5,4,4,4,4,2,4,3,0,0
"Yes","Male","[40, 49)","L","Business",1,1,1,1,1,2,1,5,5,5,4,3,5,2,0,0
"Yes","Female","[40, 49)","L","Business",5,5,5,5,5,4,4,5,5,5,5,5,5,3,5,0
"Yes","Male","[40, 49)","L","Business",5,5,5,5,2,4,5,4,4,4,4,4,4,5,0,0
"Yes","Female","[40, 49)","L","Business",4,4,4,4,3,5,5,4,4,4,4,5,4,5,13,23
"Yes","Male","[40, 49)","L","Business",1,1,1,1,5,4,4,4,4,4,4,4,4,3,0,0
"Yes","Female","[40, 49)","L","Business",1,1,1,1,4,4,4,5,5,5,5,3,5,4,0,4
"No","Male","[40, 49)","L","Business",2,5,5,5,2,2,2,3,1,3,2,2,2,2,2,20
"Yes","Male","[40, 49)","L","Business",4,4,4,4,4,4,4,5,5,5,5,4,5,3,31,27
"Yes","Female","[40, 49)","L","Business",1,1,1,1,2,5,5,5,5,5,5,5,5,4,28,28
"Yes","Male","[40, 49)","L","Business",3,3,3,3,2,5,5,4,4,4,4,4,4,4,2,4
"Yes","Female","[40, 49)","L","Business",2,5,2,2,5,4,4,5,5,5,5,5,5,4,0,0
"No","Female","[40, 49)","L","Business",1,4,1,3,2,5,4,4,4,1,4,3,4,3,0,0
"No","Male","[40, 49)","L","Eco",3,5,5,5,3,3,3,3,1,5,2,4,1,3,2,0
"No","Female","[40, 49)","L","Business",3,2,2,2,4,3,4,3,3,3,3,3,3,3,0,0
"Yes","Male","[40, 49)","L","Business",1,1,1,1,2,4,4,3,3,3,3,5,3,3,8,7
"Yes","Female","[40, 49)","L","Business",2,2,2,2,3,5,4,4,4,4,4,5,4,3,26,36
"Yes","Male","[40, 49)","L","Business",3,3,3,3,4,5,4,5,5,4,5,3,5,4,3,0
