model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
 A4,2019,Automatic,5641,Diesel,145,47.9,2,26850
 A1,2016,Manual,10000,Petrol,30,58.9,1.4,16290
 A3,2016,Manual,47537,Petrol,125,52.3,1.4,14490
 Q7,2016,Semi-Auto,52900,Diesel,200,47.9,3,30990
 A5,2015,Semi-Auto,34500,Diesel,200,44.8,3,20990
 Q5,2018,Semi-Auto,17000,Petrol,145,34,3,43990
 Q7,2019,Automatic,12390,Diesel,145,33.2,3,49490
 A3,2019,Manual,6000,Petrol,145,42.2,1.5,24443
 RS5,2019,Semi-Auto,7800,Petrol,145,29.7,2.9,54990
 Q7,2019,Semi-Auto,3988,Diesel,145,32.8,3,51990
 A3,2016,Manual,39000,Diesel,125,57.6,2,16490
 A1,2017,Manual,38000,Petrol,30,56.5,1.4,14990
 TT,2016,Automatic,31362,Petrol,300,34.5,2.5,36990
 Q5,2017,Semi-Auto,83165,Diesel,150,55.4,2,21750
 A3,2017,Manual,27875,Petrol,145,60.1,1.4,17450
 A3,2017,Semi-Auto,30181,Petrol,150,49.6,2,19990
 A6,2016,Manual,34334,Diesel,125,58.9,2,19490
 Q7,2018,Semi-Auto,10050,Diesel,145,32.8,3,47990
 A5,2020,Semi-Auto,6000,Diesel,145,48.7,2,33990
 Q5,2020,Semi-Auto,6000,Petrol,145,32.1,2,39990
 A6,2017,Semi-Auto,34300,Diesel,145,54.3,2,24990
 A5,2017,Semi-Auto,35220,Petrol,145,48.7,2,23490
 Q3,2018,Semi-Auto,10981,Petrol,145,45.6,1.4,24990
 A1,2019,Manual,2348,Petrol,145,50.4,1,19990
 Q2,2018,Manual,18148,Petrol,150,52.3,1.4,18490
 A1,2020,Semi-Auto,5000,Petrol,150,44.8,1,23845
 Q8,2019,Semi-Auto,5608,Diesel,150,33.6,3,50990
 A6,2019,Semi-Auto,18760,Diesel,150,50.4,2,26990
 Q8,2019,Semi-Auto,10000,Diesel,150,32.8,3,65990
 A1,2016,Manual,25600,Petrol,30,55.4,1.4,13990
 Q2,2017,Manual,14000,Petrol,145,52.3,1.4,18490
 Q5,2018,Semi-Auto,24233,Petrol,145,34,3,39990
 A5,2019,Automatic,5000,Petrol,145,37.7,2,31990
 A5,2019,Automatic,5000,Diesel,145,47.1,2,32990
 A3,2019,Manual,4500,Diesel,145,52.3,1.6,22990
 A6,2016,Automatic,20335,Diesel,30,61.4,2,18982
 A3,2017,Manual,19366,Petrol,145,54.3,1.5,17791
 A1,2013,Manual,41539,Petrol,30,55.4,1.2,8495
 Q3,2017,Semi-Auto,26702,Petrol,145,47.9,1.4,19995
 A1,2016,Semi-Auto,26371,Petrol,30,70.6,1.4,13485
 Q3,2017,Manual,22491,Petrol,125,51.4,1.4,17399
 R8,2013,Semi-Auto,10800,Petrol,570,22.4,4.2,54850
 A4,2019,Automatic,6000,Petrol,145,42.2,2,26490
 A4,2019,Automatic,6000,Diesel,145,50.4,2,25490
 A3,2019,Semi-Auto,2091,Diesel,145,50.4,2,22990
 A1,2016,Manual,32230,Petrol,30,55.4,1.4,13490
 A3,2020,Semi-Auto,6000,Petrol,145,34.5,2,34990
 Q3,2019,Semi-Auto,6000,Diesel,145,47.1,2,33990
 Q3,2018,Manual,22900,Petrol,145,49.6,1.4,21490
 Q8,2019,Semi-Auto,9804,Diesel,145,33.6,3,51490
 TT,2017,Semi-Auto,24953,Petrol,200,40.9,2,26990
 A3,2018,Semi-Auto,29035,Petrol,150,43.5,2,25990
 Q3,2020,Semi-Auto,1487,Petrol,150,31,2,43990
 Q5,2015,Automatic,59650,Diesel,200,47.1,2,19990
 A3,2018,Semi-Auto,16100,Petrol,145,43.5,2,29990
 A3,2017,Semi-Auto,13163,Petrol,145,56.5,1.5,22490
 A3,2016,Semi-Auto,31128,Petrol,165,43.5,2,24990
 A6,2016,Semi-Auto,27915,Diesel,30,61.4,3,19990
 A3,2017,Manual,20477,Diesel,150,67.3,1.6,17990
 A3,2017,Manual,24842,Petrol,20,60.1,1,14990
 Q5,2017,Semi-Auto,47124,Diesel,150,55.4,2,24990
 A3,2016,Semi-Auto,29012,Petrol,30,55.4,1.4,20990
 Q7,2018,Automatic,13213,Diesel,145,37.2,4,72990
 Q7,2018,Semi-Auto,19940,Diesel,145,39.2,4,54990
 A4,2017,Semi-Auto,3000,Petrol,145,50.4,1.4,21990
 A5,2017,Semi-Auto,40000,Diesel,145,67.3,2,20000
 A1,2017,Manual,10481,Diesel,0,76.3,1.6,12490
 A3,2016,Manual,25955,Petrol,30,60.1,1.4,17490
 A1,2019,Automatic,11200,Petrol,145,47.1,1,19990
 Q3,2016,Automatic,39820,Diesel,145,52.3,2,17925
 Q2,2019,Semi-Auto,3624,Petrol,145,40.9,1.5,24990
 A3,2017,Semi-Auto,28744,Petrol,145,56.5,1.5,19490
 A5,2017,Automatic,41000,Diesel,145,62.8,2,22990
 A3,2019,Automatic,10380,Petrol,145,41.5,1.5,23490
 A5,2019,Automatic,5000,Diesel,145,51.4,2,31990
 TT,2019,Semi-Auto,8900,Petrol,145,31,2.5,46990
 Q7,2020,Semi-Auto,6000,Diesel,145,33.2,3,62990
 Q3,2019,Automatic,7118,Diesel,145,38.7,2,32990
 A5,2017,Automatic,22640,Petrol,145,37.7,3,29990
 Q3,2019,Manual,6000,Petrol,145,42.2,1.5,25990
 Q5,2019,Semi-Auto,6000,Petrol,145,32.1,2,38990
 A1,2019,Manual,6000,Petrol,145,47.9,1,20476
 Q2,2019,Semi-Auto,6000,Petrol,145,42.2,1.5,28541
 Q7,2018,Automatic,24340,Diesel,145,47.1,3,45990
 Q3,2015,Semi-Auto,57204,Petrol,200,42.2,2,17990
 Q5,2017,Semi-Auto,20768,Diesel,145,55.4,2,28890
 Q5,2020,Semi-Auto,6000,Petrol,145,32.1,2,38695
 A5,2019,Automatic,5000,Diesel,145,47.1,2,32990
 A7,2019,Automatic,5000,Diesel,145,38.2,3,39990
 A1,2020,Semi-Auto,6000,Petrol,145,44.1,1.5,26011
 Q3,2018,Semi-Auto,10000,Petrol,145,48.7,1.4,25050
 Q5,2017,Semi-Auto,13890,Petrol,145,40.4,2,29990
 A3,2017,Semi-Auto,24751,Petrol,125,49.6,2,18990
 Q3,2018,Semi-Auto,10981,Petrol,145,45.6,1.4,24990
 Q3,2019,Semi-Auto,4536,Petrol,145,32.1,2,34750
 A6,2016,Automatic,47750,Diesel,160,52.3,3,24990
 A1,2016,Semi-Auto,36668,Petrol,30,56.5,1.4,14490
 Q5,2015,Automatic,48164,Diesel,235,42.8,3,26990
 A1,2018,Semi-Auto,28660,Petrol,145,70.6,1.4,18990
 A3,2019,Semi-Auto,9499,Petrol,145,41.5,1.5,23990
 A5,2017,Automatic,36310,Petrol,145,45.6,2,24990
 A3,2015,Semi-Auto,27151,Petrol,200,39.2,2,22490
 A3,2019,Automatic,5000,Diesel,145,53.3,1.6,22990
 A4,2019,Automatic,1293,Diesel,145,48.7,2,24490
 A4,2019,Automatic,100,Diesel,145,47.9,2,27490
 Q3,2019,Semi-Auto,2790,Diesel,145,45.6,2,35490
 Q5,2019,Semi-Auto,2910,Petrol,145,32.1,2,38990
 Q2,2019,Semi-Auto,3302,Petrol,145,42.8,1.5,23990
 Q2,2018,Semi-Auto,13264,Petrol,145,54.3,1.4,20990
 RS5,2019,Automatic,4474,Petrol,145,29.7,2.9,54990
 Q3,2019,Semi-Auto,1335,Petrol,145,32.1,2,38990
 A1,2017,Manual,6950,Petrol,145,56.5,1.4,15490
 TT,2019,Automatic,3000,Petrol,145,35.3,2,39990
 Q2,2019,Manual,2500,Petrol,145,43.5,1.5,24490
 A1,2019,Manual,2000,Petrol,145,48.7,1,18990
 A3,2019,Manual,2392,Diesel,145,51.4,1.6,22061
 Q7,2019,Automatic,3988,Diesel,145,32.8,3,59990
 Q7,2019,Automatic,3139,Diesel,145,33.2,3,47990
 Q5,2018,Semi-Auto,25889,Petrol,145,34,3,39995
 Q2,2020,Semi-Auto,6000,Petrol,145,42.2,1.5,26089
 Q5,2020,Semi-Auto,6000,Diesel,145,37.2,2,44990
 Q2,2020,Manual,6000,Petrol,145,43.5,1.5,24825
 Q3,2019,Automatic,4500,Petrol,145,31.4,2,31990
 Q2,2019,Manual,3500,Petrol,145,43.5,1.5,25490
 Q3,2019,Automatic,9750,Petrol,145,30.7,2,37490
 A1,2019,Semi-Auto,6000,Petrol,145,44.8,1,22059
 A3,2016,Manual,20851,Petrol,30,56.5,1.4,15990
 Q7,2020,Semi-Auto,5000,Diesel,145,29.4,4,89990
 A3,2019,Automatic,2778,Petrol,145,40.9,2,23990
 A3,2019,Automatic,6000,Diesel,145,52.3,1.6,23990
 Q2,2019,Manual,6000,Diesel,145,46.3,1.6,25990
 A5,2019,Automatic,500,Diesel,145,50.4,2,32990
 A6,2019,Semi-Auto,8011,Diesel,145,47.9,2,31990
 Q3,2019,Automatic,2473,Petrol,145,31.7,2,29990
 Q5,2020,Semi-Auto,5000,Hybrid,135,117.7,2,48990
 Q3,2017,Manual,25807,Petrol,145,49.6,1.4,20490
 A4,2017,Semi-Auto,4274,Petrol,145,42.8,2,31990
 Q2,2019,Manual,2044,Diesel,145,49.6,1.6,22490
 A3,2019,Manual,6000,Petrol,145,43.5,1.5,22967
 Q7,2019,Semi-Auto,6000,Diesel,145,33.2,3,45990
 A4,2019,Automatic,10654,Petrol,145,38.7,2,25990
 Q3,2019,Manual,6000,Petrol,145,40.9,1.5,24990
 Q7,2019,Automatic,100,Diesel,145,33.2,3,45990
 RS6,2017,Automatic,18881,Petrol,145,29.4,4,61490
 Q2,2019,Automatic,2000,Petrol,145,42.2,1.5,25690
 A3,2019,Manual,3000,Petrol,145,44.1,1.5,22490
 RS3,2019,Semi-Auto,3584,Petrol,145,29.7,2.5,47990
 A1,2016,Manual,15982,Petrol,0,67.3,1,11990
 Q2,2017,Semi-Auto,31690,Petrol,125,52.3,1.4,20990
 A3,2017,Manual,18092,Petrol,145,60.1,1.4,17990
 Q5,2018,Semi-Auto,13667,Petrol,145,40.4,2,33990
 Q2,2020,Semi-Auto,6000,Petrol,145,42.2,1.5,26139
 A4,2017,Manual,42171,Petrol,145,50.4,2,15767
 A3,2018,Semi-Auto,17800,Diesel,145,62.8,2,21990
 Q2,2019,Manual,6000,Petrol,145,43.5,1.5,25490
 Q3,2019,Automatic,500,Petrol,145,31,2,40990
 A1,2019,Manual,6000,Petrol,145,47.9,1,20595
 Q2,2019,Manual,822,Petrol,145,44.8,1.5,23490
 Q3,2019,Manual,6000,Petrol,145,40.9,1.5,32082
 A1,2017,Manual,29040,Petrol,30,55.4,1.4,12690
 A1,2016,Manual,39715,Petrol,0,67.3,1,10790
 Q3,2019,Automatic,3000,Petrol,145,32.1,2,38990
 Q2,2019,Manual,3561,Petrol,145,43.5,1.5,24479
 Q3,2019,Manual,4500,Diesel,145,42.8,2,26990
 TT,2019,Automatic,5000,Petrol,145,35.3,2,27990
 TT,2019,Manual,2500,Petrol,145,38.2,2,26990
 Q3,2019,Manual,5000,Petrol,145,39.8,1.5,27990
 A6,2019,Automatic,11000,Diesel,145,50.4,2,28990
 A4,2014,Semi-Auto,28510,Diesel,125,57.6,2,13141
 Q3,2020,Semi-Auto,700,Petrol,150,39.8,1.5,30990
 Q2,2018,Manual,10500,Petrol,150,49.6,1.4,22990
 A3,2017,Semi-Auto,25874,Petrol,150,43.5,2,25990
 A1,2017,Manual,27317,Petrol,150,67.3,1,11990
 A1,2017,Manual,26994,Diesel,0,76.3,1.6,11990
 Q7,2016,Semi-Auto,35285,Diesel,200,47.9,3,32990
 A1,2016,Manual,32371,Petrol,30,55.4,1.4,13990
 A1,2018,Semi-Auto,4712,Petrol,145,56.5,1.4,17490
 A3,2017,Manual,26254,Petrol,30,60.1,1.4,16990
 A4,2017,Manual,35543,Petrol,145,53.3,1.4,13490
 A3,2017,Semi-Auto,37697,Diesel,150,65.7,2,16450
 A4,2017,Semi-Auto,44857,Petrol,240,38.7,3,25290
 Q3,2020,Semi-Auto,4000,Diesel,145,47.1,2,30450
 A1,2019,Semi-Auto,11310,Petrol,150,47.1,1,21490
 Q2,2019,Manual,7462,Petrol,150,42.8,1.5,22453
 Q3,2015,Manual,46600,Diesel,165,49.6,2,17990
 A1,2014,Manual,50500,Diesel,20,68.9,2,10990
 A3,2017,Semi-Auto,26590,Petrol,165,43.5,2,24490
 RS4,2018,Semi-Auto,22767,Petrol,145,32.1,2.9,49990
 A6,2020,Semi-Auto,6000,Petrol,150,30.7,3,48990
 Q5,2017,Semi-Auto,31018,Diesel,200,47.1,2,23490
 A6,2017,Manual,44738,Diesel,145,58.9,2,20990
 Q3,2019,Automatic,6681,Diesel,145,38.7,2,30990
 A1,2016,Manual,28894,Petrol,30,58.9,1.4,14795
 Q3,2018,Semi-Auto,15392,Petrol,145,40.4,2,24850
 A4,2018,Automatic,16953,Petrol,145,48.7,2,24490
 A4,2018,Semi-Auto,9555,Petrol,145,50.4,1.4,21450
 A4,2016,Semi-Auto,11000,Petrol,30,55.4,2,16900
 A3,2019,Semi-Auto,3345,Diesel,145,51.4,2,26290
 Q5,2019,Semi-Auto,2192,Diesel,145,38.2,2,33950
 A4,2018,Semi-Auto,17012,Petrol,145,51.4,1.4,18490
 Q7,2020,Semi-Auto,3000,Diesel,145,33.2,3,51995
 A6,2014,Semi-Auto,29074,Diesel,145,55.4,2,15000
 A3,2015,Manual,29565,Petrol,125,53.3,1.4,9995
 Q3,2019,Automatic,5454,Diesel,145,47.1,2,28990
 A3,2019,Semi-Auto,5874,Diesel,145,50.4,2,24990
 Q5,2018,Semi-Auto,12000,Petrol,145,40.4,2,33990
 TT,2016,Semi-Auto,16000,Petrol,300,34,2.5,39995
 A3,2018,Automatic,10500,Petrol,145,56.5,1.5,21990
 Q5,2015,Semi-Auto,48164,Diesel,235,42.8,3,26990
 A3,2019,Automatic,15116,Petrol,145,42.2,1.5,21490
 Q7,2017,Automatic,22489,Diesel,145,47.9,3,35495
 Q5,2017,Semi-Auto,49227,Diesel,145,56.5,2,22950
 A3,2019,Semi-Auto,12152,Petrol,150,42.2,1.5,21490
 A6,2019,Semi-Auto,5301,Diesel,150,39.2,3,34990
 A3,2019,Manual,4533,Petrol,150,42.2,1.5,22290
 A3,2019,Semi-Auto,5523,Petrol,150,42.2,1.5,24490
 Q3,2019,Semi-Auto,1701,Diesel,150,48.7,2,27950
 Q5,2019,Semi-Auto,11296,Diesel,150,38.2,2,31950
 A3,2019,Automatic,6605,Diesel,145,51.4,2,22950
 A4,2019,Automatic,4214,Diesel,145,49.6,2,26750
 A3,2019,Semi-Auto,7261,Diesel,145,51.4,2,25950
 Q3,2015,Semi-Auto,56310,Diesel,160,50.4,2,15250
 A7,2017,Semi-Auto,12298,Diesel,145,52.3,3,24860
 A1,2016,Manual,31188,Petrol,0,67.3,1,10070
 A3,2018,Semi-Auto,15414,Petrol,145,56.5,1.5,20960
 Q7,2016,Semi-Auto,55039,Diesel,200,47.9,3,27990
 A1,2015,Manual,35924,Petrol,0,67.3,1,9671
 A6,2015,Semi-Auto,81238,Diesel,20,67.3,2,11641
 A3,2018,Semi-Auto,22305,Petrol,145,56.5,1.5,18491
 A4,2019,Automatic,6000,Petrol,145,38.2,2,26950
 A5,2019,Automatic,8000,Diesel,145,48.7,2,27995
 A5,2019,Automatic,5000,Petrol,145,40.4,2,27995
 Q5,2020,Semi-Auto,5000,Diesel,145,34.5,3,49990
 Q7,2016,Semi-Auto,64460,Diesel,200,47.9,3,30490
 Q5,2019,Semi-Auto,5940,Diesel,145,38.2,2,33290
 Q5,2019,Semi-Auto,6941,Petrol,145,32.1,2,36990
 Q7,2018,Automatic,15887,Diesel,145,39.2,4,52990
 A5,2019,Semi-Auto,3760,Diesel,145,44.8,2,34950
 TT,2019,Automatic,3871,Petrol,145,34,2,31990
 Q3,2019,Semi-Auto,6366,Petrol,145,32.5,2,28900
 A4,2019,Semi-Auto,9662,Diesel,145,45.6,2,26495
 A3,2019,Semi-Auto,10122,Petrol,145,41.5,1.5,23450
 RS6,2016,Automatic,51600,Petrol,325,29.4,4,48990
 A8,2018,Semi-Auto,8872,Diesel,145,48.7,3,38990
 TT,2019,Semi-Auto,3774,Petrol,145,40.9,2,24990
 A4,2020,Semi-Auto,4000,Diesel,145,54.3,3,28995
 Q3,2020,Semi-Auto,2000,Petrol,145,39.8,1.5,37495
 A1,2015,Automatic,41996,Petrol,30,56.5,1.4,14450
 Q3,2019,Semi-Auto,15648,Petrol,145,31.7,2,29850
 A3,2019,Automatic,9818,Petrol,145,42.2,1.5,22690
 A3,2019,Semi-Auto,15202,Petrol,145,41.5,1.5,22990
 Q3,2019,Semi-Auto,12244,Petrol,145,31.7,2,30450
 Q3,2019,Semi-Auto,8761,Petrol,145,31.7,2,30450
 A4,2016,Automatic,44214,Diesel,30,65.7,2,16800
 A3,2017,Semi-Auto,22100,Petrol,145,56.5,1.5,21350
 A4,2019,Semi-Auto,6339,Diesel,150,39.2,3,43541
 TT,2016,Manual,38505,Petrol,165,46.3,2,17961
 A3,2019,Semi-Auto,3877,Petrol,150,34.9,2,32111
 Q2,2018,Semi-Auto,18873,Petrol,145,52.3,1.4,22490
 A4,2019,Manual,5000,Petrol,145,38.2,2,23990
 Q2,2019,Manual,4484,Petrol,145,39.2,1.5,23990
 Q2,2019,Automatic,5113,Petrol,145,33.2,2,29990
 Q7,2019,Semi-Auto,11475,Diesel,145,33.2,3,45990
 Q5,2015,Semi-Auto,44100,Diesel,235,42.8,3,26490
 A1,2017,Semi-Auto,12782,Petrol,145,56.5,1.4,15490
 Q3,2020,Manual,1912,Petrol,145,40.9,1.5,27911
 A1,2016,Semi-Auto,16141,Petrol,30,70.6,1.4,16490
 A3,2017,Semi-Auto,12214,Petrol,145,57.7,1.5,19995
 Q2,2019,Automatic,6994,Petrol,145,42.8,1.5,23990
 A1,2017,Manual,8996,Petrol,0,67.3,1,13290
 Q2,2019,Automatic,1453,Petrol,145,42.8,1.5,23990
 Q7,2019,Automatic,8500,Diesel,145,33.2,3,45990
 A6,2019,Automatic,6000,Diesel,145,50.4,2,27990
 A3,2019,Semi-Auto,4290,Petrol,145,34.9,2,33990
 Q3,2017,Semi-Auto,19241,Petrol,145,40.4,2,25672
 Q7,2016,Semi-Auto,43653,Diesel,200,47.9,3,31782
 A3,2016,Semi-Auto,47248,Diesel,125,57.6,2,17992
 Q7,2017,Automatic,38516,Diesel,300,39.2,4,45790
 Q5,2016,Automatic,36538,Diesel,200,47.1,2,21995
 Q3,2019,Semi-Auto,14000,Diesel,145,47.1,2,27495
 A4,2020,Semi-Auto,3000,Petrol,145,42.2,2,32995
 A8,2018,Semi-Auto,4524,Diesel,145,40.4,3,35000
 A3,2017,Manual,22000,Petrol,150,60.1,1.4,17495
 A4,2017,Semi-Auto,40000,Diesel,150,70.6,2,16450
 A3,2016,Manual,23711,Petrol,30,57.6,1.4,16511
 A3,2019,Semi-Auto,10325,Diesel,150,54.3,1.6,19111
 A3,2017,Manual,29891,Petrol,20,61.4,1.4,14451
 A1,2019,Manual,7694,Petrol,150,50.4,1,18611
 Q7,2018,Semi-Auto,40274,Diesel,150,39.2,4,49981
 A3,2017,Manual,7326,Petrol,20,60.1,1.4,16272
 R8,2018,Automatic,3562,Petrol,145,23,5.2,94990
 Q5,2016,Semi-Auto,30530,Diesel,200,47.1,2,20895
 Q3,2017,Manual,16497,Diesel,145,61.4,2,19395
 Q3,2019,Manual,2485,Petrol,145,39.8,1.5,27250
 A3,2019,Automatic,6000,Petrol,145,44.1,1.5,24990
 Q5,2019,Automatic,3283,Diesel,145,39.2,2,31490
 A8,2019,Automatic,5000,Diesel,145,40.4,3,50990
 Q3,2019,Manual,1213,Diesel,145,42.8,2,26990
 Q5,2019,Automatic,5000,Diesel,145,38.2,2,35990
 TT,2019,Automatic,5000,Petrol,145,37.2,2,31990
 A5,2019,Automatic,1585,Petrol,145,37.2,2,31990
 Q3,2019,Manual,5000,Diesel,145,42.8,2,26990
 Q3,2016,Semi-Auto,39475,Diesel,160,50.4,2,18950
 Q3,2019,Manual,1000,Petrol,145,40.9,1.5,25950
 Q2,2019,Manual,1000,Diesel,145,49.6,1.6,21900
 Q2,2019,Manual,1000,Diesel,145,49.6,1.6,21800
 Q2,2019,Semi-Auto,1947,Diesel,145,44.8,1.6,25354
 A3,2019,Automatic,14670,Petrol,145,42.2,1.5,21586
 Q2,2017,Manual,8641,Petrol,145,50.4,1.4,20692
 Q2,2017,Semi-Auto,13257,Petrol,145,52.3,1.4,21312
 A6,2019,Semi-Auto,2596,Diesel,145,47.9,2,30886
 A6,2016,Semi-Auto,73090,Diesel,235,43.5,3,23782
 TT,2019,Automatic,14311,Petrol,145,34,2,32170
 Q2,2019,Manual,5880,Diesel,145,49.6,1.6,20834
 Q2,2019,Manual,723,Diesel,145,49.6,1.6,21286
 A3,2019,Manual,9640,Petrol,145,42.8,1.5,18830
 A1,2015,Manual,31851,Petrol,30,56.5,1.4,12822
 A1,2016,Semi-Auto,28636,Diesel,20,70.6,1.6,14995
 A5,2020,Semi-Auto,2000,Diesel,145,51.4,2,29750
 A4,2018,Manual,8220,Petrol,145,50.4,1.4,18995
 Q5,2018,Semi-Auto,23100,Diesel,145,56.5,2,26490
 Q3,2017,Manual,18000,Diesel,30,61.4,2,16995
 A6,2016,Manual,43438,Diesel,30,61.4,2,15750
 A8,2017,Semi-Auto,4685,Diesel,145,50.4,3,33950
 A4,2019,Automatic,3440,Diesel,145,40.9,3,42950
 A4,2019,Automatic,2000,Diesel,145,51.4,2,23750
 A4,2019,Automatic,6000,Diesel,145,48.7,2,27495
 Q7,2019,Automatic,9000,Diesel,145,33.2,3,44950
 Q5,2019,Automatic,2000,Diesel,145,39.2,2,30950
 A3,2019,Manual,5000,Diesel,145,51.4,1.6,21950
 A4,2019,Semi-Auto,10205,Petrol,145,38.2,2,25050
 A5,2019,Automatic,18961,Petrol,145,36.7,2,33440
 Q5,2019,Automatic,5607,Diesel,145,38.2,2,34936
 A3,2017,Semi-Auto,28849,Petrol,30,57.6,1.4,18442
 A5,2017,Semi-Auto,48272,Petrol,150,37.7,3,27991
 Q2,2019,Automatic,5123,Petrol,145,33.2,2,29566
 A1,2019,Semi-Auto,7483,Petrol,145,40.9,2,20190
 A3,2018,Semi-Auto,21825,Petrol,145,43.5,2,25472
 A6,2017,Semi-Auto,19731,Diesel,145,56.5,2,22602
 A5,2018,Semi-Auto,16393,Petrol,145,50.4,2,24451
 A5,2013,Manual,28125,Diesel,30,61.4,2,13841
 Q2,2017,Manual,35457,Petrol,150,52.3,1.4,16861
 A4,2019,Manual,6267,Petrol,145,38.2,2,23990
 Q3,2020,Semi-Auto,3815,Petrol,145,30.7,2,38330
 A5,2020,Semi-Auto,4709,Diesel,145,48.7,2,35220
 A3,2016,Semi-Auto,13505,Petrol,30,56.5,1.4,18962
 A3,2018,Automatic,13710,Petrol,145,42.2,1.5,18640
 Q2,2019,Automatic,5605,Petrol,145,33.2,2,28856
 Q5,2019,Semi-Auto,2860,Diesel,145,39.2,2,31324
 Q5,2019,Semi-Auto,5291,Diesel,145,38.2,2,33094
 Q2,2019,Manual,6771,Diesel,145,49.6,1.6,19806
 Q5,2019,Semi-Auto,6024,Diesel,145,38.2,2,32576
 Q5,2019,Semi-Auto,6831,Diesel,145,38.2,2,34452
 Q2,2019,Manual,4868,Diesel,145,49.6,1.6,21262
 Q2,2019,Manual,5999,Diesel,145,49.6,1.6,21172
 Q2,2019,Manual,1998,Diesel,145,49.6,1.6,21482
 A3,2015,Manual,24426,Petrol,30,57.6,1.4,15662
 A1,2019,Automatic,7000,Petrol,145,47.1,1,20026
 A3,2019,Automatic,21274,Petrol,145,40.4,2,21010
 Q5,2018,Semi-Auto,9427,Petrol,145,40.4,2,33172
 A3,2019,Automatic,4007,Diesel,145,70.6,1.6,20006
 A3,2017,Manual,50689,Diesel,145,65.7,2,15601
 Q3,2019,Semi-Auto,15811,Petrol,145,38.2,1.5,26946
 A4,2019,Manual,10606,Petrol,145,39.2,2,22340
 A4,2019,Automatic,4598,Diesel,145,45.6,2,25290
 A6,2017,Semi-Auto,26494,Diesel,150,45.6,3,28500
 A8,2016,Semi-Auto,33620,Diesel,160,49.6,3,21965
 A8,2019,Automatic,5000,Petrol,145,37.7,3,42989
 A4,2020,Automatic,8115,Diesel,145,39.8,3,43890
 Q3,2019,Semi-Auto,11614,Diesel,145,48.7,2,25380
 A7,2019,Automatic,15302,Diesel,145,47.1,2,31720
 A4,2019,Semi-Auto,17790,Diesel,145,47.9,2,27160
 A4,2019,Semi-Auto,12762,Petrol,145,38.2,2,24305
 A3,2019,Semi-Auto,9052,Diesel,145,52.3,1.6,21276
 A5,2019,Automatic,20091,Petrol,145,38.7,2,37020
 A4,2018,Semi-Auto,31850,Petrol,145,36.7,3,30661
 Q2,2019,Manual,2877,Diesel,145,49.6,1.6,21422
 A4,2019,Semi-Auto,9893,Diesel,145,48.7,2,23766
 A3,2019,Semi-Auto,9961,Diesel,145,52.3,1.6,18530
 A5,2019,Semi-Auto,9889,Diesel,145,49.6,2,25160
 Q3,2017,Semi-Auto,7957,Petrol,200,40.4,2,25352
 A3,2020,Manual,1222,Diesel,145,56.5,2,21600
 Q2,2019,Manual,4569,Petrol,145,40.9,1.5,22784
 A3,2016,Manual,31776,Petrol,30,58.9,1.4,17211
 A3,2019,Manual,8078,Diesel,145,51.4,1.6,19900
 A3,2019,Manual,5922,Diesel,145,51.4,1.6,20630
 A6,2019,Automatic,5249,Diesel,145,36.2,3,46212
 A5,2019,Automatic,9394,Diesel,145,45.6,2,28020
 A4,2019,Semi-Auto,8583,Diesel,145,51.4,2,21910
 A4,2017,Semi-Auto,31834,Diesel,30,65.7,2,21500
 A3,2017,Manual,14930,Diesel,150,62.8,2,20000
 A1,2017,Manual,22766,Petrol,30,55.4,1.4,16000
 Q5,2019,Semi-Auto,6875,Diesel,145,39.2,2,32101
 A1,2016,Manual,26916,Petrol,0,67.3,1,11062
 A3,2017,Semi-Auto,34687,Petrol,145,43.5,2,23362
 A5,2016,Automatic,21059,Diesel,160,50.4,2,19499
 A5,2017,Manual,11881,Petrol,145,49.6,2,19999
 A4,2016,Manual,27820,Diesel,30,64.2,2,14999
 A3,2014,Manual,33703,Petrol,20,60.1,1.4,10999
 A3,2017,Semi-Auto,37317,Petrol,150,43.5,2,21799
 Q3,2019,Manual,2513,Petrol,145,39.8,1.5,26991
 A1,2020,Manual,1322,Petrol,145,49.6,1,18330
 A6,2019,Automatic,8231,Petrol,145,34,2,36780
 Q5,2019,Automatic,5555,Diesel,145,38.2,2,33716
 Q5,2019,Semi-Auto,4293,Petrol,145,32.1,2,37966
 A3,2017,Semi-Auto,24153,Diesel,30,62.8,2,16900
 Q3,2019,Semi-Auto,3861,Diesel,145,48.7,2,27900
 A1,2019,Semi-Auto,5041,Petrol,145,44.8,1.5,21500
 A3,2017,Semi-Auto,19588,Diesel,145,70.6,1.6,15699
 A3,2015,Manual,69124,Diesel,30,67.3,2,10499
 A5,2015,Semi-Auto,20108,Diesel,200,46.3,3,19000
 RS5,2018,Semi-Auto,5876,Petrol,145,32.5,2.9,53900
 Q2,2019,Semi-Auto,6005,Petrol,145,33.2,2,28900
 A1,2016,Manual,27062,Petrol,30,55.4,1.4,12900
 A3,2017,Semi-Auto,27317,Petrol,150,56.5,1.5,18900
 A3,2017,Semi-Auto,32189,Petrol,150,56.5,1.5,19900
 Q3,2017,Semi-Auto,30418,Petrol,150,47.9,1.4,21000
 A3,2016,Manual,27984,Petrol,20,60.1,1,13900
 Q2,2019,Manual,2728,Petrol,150,43.5,1.5,23900
 A7,2018,Semi-Auto,19112,Petrol,150,39.8,3,38500
