학교명,학년,학생수,교사수
소라초등학교,6,14,2
소래초등학교,1,33,2
소래초등학교,2,51,2
소래초등학교,3,34,2
소래초등학교,4,49,3
소래초등학교,5,58,3
소래초등학교,6,62,4
소룡초등학교,1,57,3
소룡초등학교,2,60,3
소룡초등학교,3,80,4
소룡초등학교,4,86,5
소룡초등학교,5,101,5
소룡초등학교,6,127,7
소만초등학교,1,46,3
소만초등학교,2,54,2
소만초등학교,3,52,2
소만초등학교,4,43,2
소만초등학교,5,55,2
소만초등학교,6,69,3
소망초등학교,1,70,4
소망초등학교,2,88,4
소망초등학교,3,85,4
소망초등학교,4,78,3
소망초등학교,5,91,4
소망초등학교,6,128,6
소사벌초등학교,1,124,5
소사벌초등학교,2,107,4
소사벌초등학교,3,112,5
소사벌초등학교,4,130,5
소사벌초등학교,5,120,6
소사벌초등학교,6,153,7
소사초등학교,1,144,7
소사초등학교,2,122,5
소사초등학교,3,97,4
소사초등학교,4,132,6
소사초등학교,5,109,4
소사초등학교,6,90,5
소안초등학교,1,72,3
소안초등학교,2,77,4
소안초등학교,3,86,4
소안초등학교,4,71,4
소안초등학교,5,93,5
소안초등학교,6,80,4
소야초등학교,1,33,2
소야초등학교,2,50,2
소야초등학교,3,47,2
소야초등학교,4,53,2
소야초등학교,5,64,3
소야초등학교,6,70,4
소양서초등학교,1,5,1
소양서초등학교,2,10,1
소양서초등학교,3,10,1
소양서초등학교,4,10,1
소양서초등학교,5,11,1
소양서초등학교,6,13,2
소양초등학교,1,128,7
소양초등학교,2,155,7
소양초등학교,3,172,9
소양초등학교,4,173,7
소양초등학교,5,189,8
소양초등학교,6,187,8
소요초등학교,1,11,1
소요초등학교,2,16,1
소요초등학교,3,22,1
소요초등학교,4,20,1
소요초등학교,5,17,1
소요초등학교,6,17,1
소일초등학교,1,46,3
소일초등학교,2,45,2
소일초등학교,3,50,2
소일초등학교,4,55,2
소일초등학교,5,50,2
소일초등학교,6,53,2
소정초등학교,1,5,1
소정초등학교,2,8,2
소정초등학교,3,9,1
소정초등학교,4,11,1
소정초등학교,5,13,1
소정초등학교,6,17,1
소초초등학교,1,7,1
소초초등학교,2,5,1
소초초등학교,3,8,1
소초초등학교,4,10,1
소초초등학교,5,10,1
소초초등학교,6,10,1
소토초등학교,1,16,1
소토초등학교,2,11,1
소토초등학교,3,30,2
소토초등학교,4,24,1
소토초등학교,5,16,1
소토초등학교,6,24,2
소하초등학교,1,124,5
소하초등학교,2,164,6
소하초등학교,3,155,7
소하초등학교,4,141,6
소하초등학교,5,191,7
소하초등학교,6,180,8
소현초등학교,1,61,3
소현초등학교,2,69,3
소현초등학교,3,77,3
소현초등학교,4,63,3
소현초등학교,5,86,4
소현초등학교,6,103,5
소호초등학교,1,36,2
소호초등학교,2,59,3
소호초등학교,3,36,2
소호초등학교,4,56,3
소호초등학교,5,67,3
소호초등학교,6,56,2
소화초등학교,1,84,3
소화초등학교,2,84,3
소화초등학교,3,84,3
소화초등학교,4,84,3
소화초등학교,5,84,3
소화초등학교,6,84,3
속리초등학교,1,4,1
속리초등학교,2,16,1
속리초등학교,3,8,1
속리초등학교,4,7,1
속리초등학교,5,12,2
속리초등학교,6,5,1
속사초등학교,1,3,1
속사초등학교,2,2,1
속사초등학교,3,11,1
속사초등학교,4,7,1
속사초등학교,5,10,1
속사초등학교,6,4,1
속초초등학교,1,40,3
속초초등학교,2,47,3
속초초등학교,3,35,3
속초초등학교,4,36,3
속초초등학교,5,44,3
속초초등학교,6,41,4
손곡초등학교,1,145,6
손곡초등학교,2,136,5
손곡초등학교,3,166,6
손곡초등학교,4,120,5
손곡초등학교,5,148,6
손곡초등학교,6,146,6
손불초등학교,1,5,1
손불초등학교,2,3,1
손불초등학교,3,4,1
손불초등학교,4,8,1
손불초등학교,5,11,1
손불초등학교,6,9,1
솔개초등학교,1,102,4
솔개초등학교,2,119,5
솔개초등학교,3,136,5
솔개초등학교,4,155,6
솔개초등학교,5,164,6
솔개초등학교,6,139,5
솔뫼초등학교,1,112,5
솔뫼초등학교,2,112,4
솔뫼초등학교,3,93,4
솔뫼초등학교,4,90,4
솔뫼초등학교,5,106,4
솔뫼초등학교,6,93,5
솔밭초등학교,1,292,10
솔밭초등학교,2,287,9
솔밭초등학교,3,287,10
솔밭초등학교,4,317,10
솔밭초등학교,5,344,11
솔밭초등학교,6,316,10
솔빛초등학교,1,228,11
솔빛초등학교,2,269,11
솔빛초등학교,3,281,13
솔빛초등학교,4,273,13
솔빛초등학교,5,303,13
솔빛초등학교,6,305,12
솔샘초등학교,1,139,7
솔샘초등학교,2,148,6
솔샘초등학교,3,140,6
솔샘초등학교,4,156,6
솔샘초등학교,5,169,7
솔샘초등학교,6,181,8
솔안초등학교,1,32,3
솔안초등학교,2,29,2
솔안초등학교,3,34,2
솔안초등학교,4,33,2
솔안초등학교,5,45,2
솔안초등학교,6,46,2
솔터초등학교,1,216,9
솔터초등학교,2,201,8
솔터초등학교,3,187,7
솔터초등학교,4,174,7
솔터초등학교,5,207,8
솔터초등학교,6,229,11
송간초등학교,1,7,1
송간초등학교,2,2,1
송간초등학교,3,5,1
송간초등학교,4,9,1
송간초등학교,5,11,1
송간초등학교,6,12,2
송곡초등학교,1,21,2
송곡초등학교,2,31,2
송곡초등학교,3,38,3
송곡초등학교,4,30,2
송곡초등학교,5,62,5
송곡초등학교,6,41,3
송남초등학교,1,28,2
송남초등학교,2,27,2
송남초등학교,3,33,2
송남초등학교,4,23,1
송남초등학교,5,36,2
송남초등학교,6,34,2
송내초등학교,1,16,1
송내초등학교,2,24,1
송내초등학교,3,22,1
송내초등학교,4,25,1
송내초등학교,5,53,3
송내초등학교,6,28,1
송당초등학교,1,5,1
송당초등학교,2,8,1
송당초등학교,3,9,1
송당초등학교,4,11,1
송당초등학교,5,9,1
송당초등학교,6,20,1
송도초등학교,1,86,4
송도초등학교,2,68,3
송도초등학교,3,80,4
송도초등학교,4,73,4
송도초등학교,5,78,4
송도초등학교,6,88,4
송라초등학교,1,10,2
송라초등학교,2,17,2
송라초등학교,3,9,2
송라초등학교,4,13,2
송라초등학교,5,17,2
송라초등학교,6,15,1
송린초등학교,1,230,9
송린초등학교,2,256,10
송린초등학교,3,260,10
송린초등학교,4,242,8
송린초등학교,5,255,9
송린초등학교,6,241,9
송림초등학교,1,223,10
송림초등학교,2,280,12
송림초등학교,3,247,12
송림초등학교,4,196,9
송림초등학교,5,210,9
송림초등학교,6,203,11
송면초등학교,1,4,1
송면초등학교,2,8,1
송면초등학교,3,7,1
송면초등학교,4,10,1
송면초등학교,5,12,1
송면초등학교,6,10,1
송북초등학교,1,112,4
송북초등학교,2,132,5
송북초등학교,3,116,5
송북초등학교,4,145,7
송북초등학교,5,157,6
송북초등학교,6,184,8
송산초등학교,1,68,5
송산초등학교,2,68,5
송산초등학교,3,77,4
송산초등학교,4,85,4
송산초등학교,5,95,6
송산초등학교,6,95,5
송삼초등학교,1,5,1
송삼초등학교,2,4,1
송삼초등학교,3,9,1
송삼초등학교,4,10,1
송삼초등학교,5,9,1
송삼초등학교,6,6,1
송수초등학교,1,131,6
송수초등학교,2,151,6
송수초등학교,3,178,7
송수초등학교,4,177,8
송수초등학교,5,155,6
송수초등학교,6,168,7
송신초등학교,1,56,3
송신초등학교,2,66,3
송신초등학교,3,52,3
송신초등학교,4,54,4
송신초등학교,5,64,3
송신초등학교,6,75,5
송악초등학교,1,34,2
송악초등학교,2,37,2
송악초등학교,3,46,3
송악초등학교,4,35,2
송악초등학교,5,46,2
송악초등학교,6,33,2
송안초등학교,1,212,8
송안초등학교,2,169,6
송안초등학교,3,148,6
송안초등학교,4,147,7
송안초등학교,5,124,5
송안초등학교,6,102,5
송암초등학교,1,13,1
송암초등학교,2,7,1
송암초등학교,3,13,1
송암초등학교,4,6,1
송암초등학교,5,10,1
송암초등학교,6,5,1
송양초등학교,1,168,7
송양초등학교,2,159,7
송양초등학교,3,174,7
송양초등학교,4,171,7
송양초등학교,5,180,7
송양초등학교,6,203,9
송우초등학교,1,133,7
송우초등학교,2,147,7
송우초등학교,3,125,7
송우초등학교,4,140,6
송우초등학교,5,136,6
송우초등학교,6,157,9
송운초등학교,1,170,8
송운초등학교,2,151,7
송운초등학교,3,170,7
송운초등학교,4,172,8
송운초등학교,5,200,9
송운초등학교,6,211,10
송원초등학교,1,73,3
송원초등학교,2,92,5
송원초등학교,3,85,4
송원초등학교,4,100,5
송원초등학교,5,89,4
송원초등학교,6,111,6
송일초등학교,1,32,2
송일초등학교,2,31,2
송일초등학교,3,31,2
송일초등학교,4,30,2
송일초등학교,5,48,3
송일초등학교,6,48,2
송전초등학교,1,41,2
송전초등학교,2,54,2
송전초등학교,3,53,2
송전초등학교,4,46,2
송전초등학교,5,52,3
송전초등학교,6,55,2
송정동초등학교,1,65,4
송정동초등학교,2,56,3
송정동초등학교,3,69,3
송정동초등학교,4,71,3
송정동초등학교,5,62,3
송정동초등학교,6,81,5
송정서초등학교,1,57,3
송정서초등학교,2,77,4
송정서초등학교,3,79,4
송정서초등학교,4,70,4
송정서초등학교,5,65,3
송정서초등학교,6,78,4
송정중앙초등학교,1,61,3
송정중앙초등학교,2,60,3
송정중앙초등학교,3,57,3
송정중앙초등학교,4,65,4
송정중앙초등학교,5,69,3
송정중앙초등학교,6,62,4
송정초등학교,1,521,28
송정초등학교,2,594,27
송정초등학교,3,544,25
송정초등학교,4,558,26
송정초등학교,5,606,29
송정초등학교,6,599,30
송죽초등학교,1,58,3
송죽초등학교,2,56,2
송죽초등학교,3,65,3
송죽초등학교,4,67,3
송죽초등학교,5,86,4
송죽초등학교,6,85,4
송지초등학교,1,16,1
송지초등학교,2,21,1
송지초등학교,3,27,2
송지초등학교,4,17,1
송지초등학교,5,22,1
송지초등학교,6,24,2
송천초등학교,1,13,1
송천초등학교,2,4,1
송천초등학교,3,12,1
송천초등학교,4,8,1
송천초등학교,5,25,2
송천초등학교,6,13,1
송촌초등학교,1,5,1
송촌초등학교,2,5,1
송촌초등학교,3,6,1
송촌초등학교,4,8,1
송촌초등학교,5,10,1
송촌초등학교,6,12,1
송추초등학교,1,23,1
송추초등학교,2,26,1
송추초등학교,3,29,2
송추초등학교,4,25,1
송추초등학교,5,25,2
송추초등학교,6,21,2
송탄초등학교,1,18,1
송탄초등학교,2,22,1
송탄초등학교,3,23,1
송탄초등학교,4,24,2
송탄초등학교,5,24,2
송탄초등학교,6,17,1
송포초등학교,1,52,3
송포초등학교,2,67,4
송포초등학교,3,64,4
송포초등학교,4,93,5
송포초등학교,5,93,5
송포초등학교,6,92,5
송학초등학교,1,34,4
송학초등학교,2,20,3
송학초등학교,3,31,3
송학초등학교,4,24,3
송학초등학교,5,37,4
송학초등학교,6,33,4
송해초등학교,1,4,1
송해초등학교,2,9,1
송해초등학교,3,10,1
송해초등학교,4,7,1
송해초등학교,5,7,1
송해초등학교,6,6,1
송현초등학교,1,20,1
송현초등학교,2,43,3
송현초등학교,3,36,2
송현초등학교,4,41,2
송현초등학교,5,55,2
송현초등학교,6,62,4
송호초등학교,1,103,4
송호초등학교,2,116,6
송호초등학교,3,103,5
송호초등학교,4,110,6
송호초등학교,5,117,6
송호초등학교,6,127,8
송화초등학교,1,154,7
송화초등학교,2,144,7
송화초등학교,3,169,8
송화초등학교,4,160,7
송화초등학교,5,192,10
송화초등학교,6,169,7
수곡초등학교,1,90,5
수곡초등학교,2,97,6
수곡초등학교,3,96,5
수곡초등학교,4,87,5
수곡초등학교,5,99,6
수곡초등학교,6,114,9
수기초등학교,1,8,1
수기초등학교,2,21,1
수기초등학교,3,19,1
수기초등학교,4,16,2
수기초등학교,5,18,1
수기초등학교,6,16,1
수남초등학교,1,230,11
수남초등학교,2,272,12
수남초등학교,3,250,12
수남초등학교,4,274,13
수남초등학교,5,292,13
수남초등학교,6,321,15
수내초등학교,1,112,4
수내초등학교,2,141,5
수내초등학교,3,170,6
수내초등학교,4,212,8
수내초등학교,5,209,8
수내초등학교,6,240,9
수덕초등학교,1,6,1
수덕초등학교,2,9,1
수덕초등학교,3,10,1
수덕초등학교,4,3,1
수덕초등학교,5,7,1
수덕초등학교,6,6,1
수동초등학교,1,16,2
수동초등학교,2,17,2
수동초등학교,3,23,2
수동초등학교,4,25,2
수동초등학교,5,32,3
수동초등학교,6,26,3
수동초등학교송천분교장,1,17,1
수동초등학교송천분교장,2,3,1
수동초등학교송천분교장,3,8,1
수동초등학교송천분교장,4,12,1
수동초등학교송천분교장,5,8,1
수동초등학교송천분교장,6,11,2
수리초등학교,1,24,1
수리초등학교,2,22,1
수리초등학교,3,28,1
수리초등학교,4,36,2
수리초등학교,5,33,2
수리초등학교,6,45,3
수문초등학교,1,136,7
수문초등학교,2,124,6
수문초등학교,3,142,6
수문초등학교,4,139,6
수문초등학교,5,137,6
수문초등학교,6,169,7
수미초등학교,1,90,5
수미초등학교,2,79,4
수미초등학교,3,74,3
수미초등학교,4,83,4
수미초등학교,5,102,5
수미초등학교,6,101,4
수백초등학교,1,7,1
수백초등학교,2,4,1
수백초등학교,3,11,1
수백초등학교,4,5,1
수백초등학교,5,11,1
수백초등학교,6,8,1
수봉초등학교,1,33,2
수봉초등학교,2,33,2
수봉초등학교,3,21,1
수봉초등학교,4,44,2
수봉초등학교,5,36,2
수봉초등학교,6,37,3
수북초등학교,1,25,2
수북초등학교,2,21,1
수북초등학교,3,23,2
수북초등학교,4,29,2
수북초등학교,5,36,2
수북초등학교,6,30,3
수산초등학교,1,33,2
수산초등학교,2,38,3
수산초등학교,3,35,3
수산초등학교,4,47,5
수산초등학교,5,47,4
수산초등학교,6,46,3
수성초등학교,1,155,8
수성초등학교,2,163,7
수성초등학교,3,166,8
수성초등학교,4,171,8
수성초등학교,5,217,10
수성초등학교,6,203,12
수안초등학교,1,30,2
수안초등학교,2,32,2
수안초등학교,3,42,3
수안초등학교,4,32,2
수안초등학교,5,50,2
수안초등학교,6,46,2
수암초등학교,1,104,6
수암초등학교,2,110,5
수암초등학교,3,112,5
수암초등학교,4,118,6
수암초등학교,5,116,5
수암초등학교,6,120,5
수양초등학교,1,54,3
수양초등학교,2,75,3
수양초등학교,3,74,4
수양초등학교,4,63,4
수양초등학교,5,65,3
수양초등학교,6,77,3
수영초등학교,1,207,9
수영초등학교,2,207,10
수영초등학교,3,220,10
수영초등학교,4,232,10
수영초등학교,5,272,12
수영초등학교,6,252,10
수완초등학교,1,262,11
수완초등학교,2,226,9
수완초등학교,3,231,9
수완초등학교,4,279,10
수완초등학교,5,339,12
수완초등학교,6,300,12
수왕초등학교,1,12,1
수왕초등학교,2,12,1
수왕초등학교,3,12,1
수왕초등학교,4,12,1
수왕초등학교,5,12,1
수왕초등학교,6,12,1
수원가온초등학교,1,150,6
수원가온초등학교,2,202,8
수원가온초등학교,3,192,7
수원가온초등학교,4,211,8
수원가온초등학교,5,228,9
수원가온초등학교,6,232,10
수원금곡초등학교,1,44,2
수원금곡초등학교,2,39,2
수원금곡초등학교,3,43,2
수원금곡초등학교,4,38,2
수원금곡초등학교,5,42,2
수원금곡초등학교,6,45,3
수원금호초등학교,1,282,10
수원금호초등학교,2,328,12
수원금호초등학교,3,326,12
수원금호초등학교,4,313,12
수원금호초등학교,5,339,12
수원금호초등학교,6,286,11
수원동신초등학교,1,68,3
수원동신초등학교,2,67,3
수원동신초등학교,3,86,4
수원동신초등학교,4,97,4
수원동신초등학교,5,102,4
수원동신초등학교,6,129,5
수원매화초등학교,1,59,3
수원매화초등학교,2,55,2
수원매화초등학교,3,79,4
수원매화초등학교,4,55,2
수원매화초등학교,5,72,3
수원매화초등학교,6,82,4
수원선일초등학교,1,86,4
수원선일초등학교,2,85,4
수원선일초등학교,3,86,5
수원선일초등학교,4,81,3
수원선일초등학교,5,111,4
수원선일초등학교,6,98,4
수원신곡초등학교,1,120,5
수원신곡초등학교,2,114,5
수원신곡초등학교,3,112,4
수원신곡초등학교,4,122,5
수원신곡초등학교,5,160,6
수원신곡초등학교,6,164,8
수원중촌초등학교,1,141,6
수원중촌초등학교,2,163,6
수원중촌초등학교,3,141,6
수원중촌초등학교,4,126,5
수원중촌초등학교,5,136,5
수원중촌초등학교,6,146,7
수원초등학교,1,187,8
