Gender,Bank_Loan,Capital_Loan,Region_Code,Year,Total_Loan
M,20940000,14510000,4279000000,2021,35450000
M,25960000,21190000,4273000000,2020,47150000
F,14670000,10350000,4146510700,2023,25020000
F,14810000,7210000,4399000000,2024,22020000
M,23410000,5010000,4146510700,2021,28420000
F,41500000,12300000,4279000000,2021,53800000
M,18560000,2740000,4280000000,2021,21300000
M,30260000,25130000,4279000000,2021,55390000
M,10530000,14650000,4111100000,2020,25180000
M,46680000,17880000,4273000000,2023,64560000
F,3660000,15300000,4280000000,2022,18960000
M,8730000,12090000,4273000000,2020,20820000
M,41600000,24060000,4279000000,2023,65660000
F,4290000,21900000,GYEONGGI,2022,26190000
M,47620000,20560000,4273000000,2021,68180000
M,37590000,19080000,4111100000,2023,56670000
M,17630000,16980000,GANGWON,2021,34610000
F,7640000,23960000,4280000000,2023,31600000
M,46720000,10050000,4111100000,2024,56770000
F,1600000,17040000,4111100000,2021,18640000
M,19380000,2390000,4399000000,2021,21770000
M,19990000,25820000,GYEONGGI,2021,45810000
F,45220000,22320000,4211000000,2020,67540000
M,47980000,21510000,GYEONGGI,2022,69490000
M,16700000,10570000,4291000000,2021,27270000
F,23160000,27830000,4399000000,2021,50990000
F,27130000,12230000,4279000000,2020,39360000
F,8970000,2500000,4279000000,2020,11470000
F,46560000,3740000,4146510700,2024,50300000
F,29100000,25250000,4211000000,2023,54350000
M,46870000,110000,4291000000,2021,46980000
F,30880000,5110000,4273000000,2023,35990000
M,15370000,18120000,GYEONGGI,2020,33490000
M,42370000,12090000,4280000000,2020,54460000
M,14260000,26030000,4111100000,2024,40290000
F,6620000,540000,4273000000,2022,7160000
F,6040000,16590000,4146510700,2020,22630000
M,22650000,28600000,GYEONGGI,2021,51250000
F,25640000,20350000,4280000000,2024,45990000
F,34050000,24320000,4146510700,2022,58370000
F,20410000,14070000,4111100000,2024,34480000
F,10070000,20180000,4399000000,2020,30250000
M,31100000,10480000,4211000000,2022,41580000
M,43980000,27890000,4399000000,2023,71870000
F,29030000,19770000,4280000000,2022,48800000
M,26590000,20750000,4399000000,2021,47340000
F,3990000,23670000,4280000000,2023,27660000
F,8160000,18600000,4291000000,2023,26760000
M,38620000,27560000,4291000000,2021,66180000
M,27190000,22490000,GANGWON,2023,49680000
M,250000,8280000,GANGWON,2020,8530000
F,43000000,8480000,4399000000,2022,51480000
M,12960000,11160000,4279000000,2022,24120000
F,20140000,18110000,4399000000,2021,38250000
M,23510000,5400000,4399000000,2020,28910000
M,34530000,28190000,4279000000,2023,62720000
F,38820000,3700000,4211000000,2022,42520000
F,42970000,7970000,GYEONGGI,2022,50940000
F,420000,5930000,4279000000,2022,6350000
F,36950000,13190000,4280000000,2022,50140000
F,19030000,20660000,GYEONGGI,2024,39690000
F,42180000,15940000,4111100000,2021,58120000
F,28190000,12370000,4211000000,2023,40560000
F,47220000,19150000,4111100000,2023,66370000
M,33540000,23490000,GANGWON,2021,57030000
F,29550000,24370000,4273000000,2020,53920000
F,21370000,16950000,4291000000,2021,38320000
M,24050000,1190000,4111100000,2022,25240000
F,46980000,19450000,4146510700,2022,66430000
M,27960000,8300000,4399000000,2021,36260000
M,2750000,27410000,4280000000,2021,30160000
F,48480000,13500000,4111100000,2023,61980000
M,1000000,2940000,4111100000,2023,3940000
F,46150000,23250000,4273000000,2024,69400000
M,17840000,12400000,GANGWON,2024,30240000
M,48360000,1930000,4399000000,2022,50290000
M,1860000,17040000,4399000000,2024,18900000
F,12580000,13110000,4273000000,2024,25690000
F,32600000,28510000,4279000000,2020,61110000
M,24550000,13710000,4273000000,2021,38260000
M,45450000,12310000,4146510700,2023,57760000
F,45350000,26300000,GYEONGGI,2024,71650000
F,27090000,6490000,4146510700,2023,33580000
M,30140000,9540000,4273000000,2024,39680000
M,15860000,22230000,4291000000,2024,38090000
F,31610000,15190000,4279000000,2022,46800000
F,19130000,22590000,4291000000,2020,41720000
F,32580000,12090000,4146510700,2021,44670000
F,28350000,6110000,4399000000,2021,34460000
F,24010000,15100000,4146510700,2022,39110000
M,14840000,840000,4211000000,2022,15680000
F,19720000,9580000,GANGWON,2021,29300000
M,3290000,7740000,4280000000,2021,11030000
F,46550000,14110000,4211000000,2020,60660000
M,47530000,9270000,4273000000,2024,56800000
F,32880000,9980000,4111100000,2020,42860000
F,29260000,170000,4291000000,2021,29430000
M,15180000,3770000,GYEONGGI,2024,18950000
M,33420000,16210000,4211000000,2021,49630000
F,47800000,24410000,4279000000,2020,72210000
F,9170000,28750000,4291000000,2020,37920000
F,12890000,1530000,4211000000,2020,14420000
F,46630000,12700000,4399000000,2024,59330000
F,5490000,4730000,4280000000,2023,10220000
M,48230000,7520000,4146510700,2023,55750000
M,27360000,14330000,4146510700,2021,41690000
F,10190000,17810000,4211000000,2024,28000000
M,10890000,4620000,4273000000,2022,15510000
M,46980000,13330000,4279000000,2023,60310000
M,6290000,6840000,4273000000,2024,13130000
F,13600000,11830000,4291000000,2024,25430000
M,4050000,24230000,GANGWON,2023,28280000
F,7200000,19930000,4280000000,2024,27130000
M,42710000,8870000,4280000000,2024,51580000
F,47740000,4760000,4146510700,2023,52500000
M,28860000,22840000,4280000000,2020,51700000
F,7720000,27870000,4273000000,2021,35590000
F,7680000,18030000,4279000000,2022,25710000
M,18380000,9500000,4279000000,2021,27880000
F,19080000,10530000,4146510700,2020,29610000
F,26700000,7340000,4211000000,2020,34040000
F,5460000,16540000,4279000000,2024,22000000
F,2090000,20840000,4273000000,2021,22930000
F,24010000,26460000,4111100000,2020,50470000
F,18590000,13190000,4211000000,2021,31780000
F,16460000,24190000,GANGWON,2020,40650000
F,34670000,20570000,GYEONGGI,2022,55240000
M,26070000,26950000,4399000000,2020,53020000
M,23910000,12080000,4280000000,2021,35990000
F,12120000,1590000,4280000000,2024,13710000
F,16130000,18400000,4111100000,2021,34530000
M,32310000,2050000,4211000000,2023,34360000
M,41140000,18730000,4146510700,2021,59870000
M,45800000,15730000,4273000000,2022,61530000
F,150000,21430000,4111100000,2022,21580000
M,14990000,7390000,4399000000,2022,22380000
F,29620000,22930000,4279000000,2020,52550000
F,2480000,4070000,4146510700,2022,6550000
M,21900000,15480000,GYEONGGI,2021,37380000
F,45390000,5390000,4146510700,2024,50780000
F,39490000,13480000,4111100000,2022,52970000
F,45430000,4510000,GANGWON,2021,49940000
F,39390000,27280000,4111100000,2020,66670000
M,5080000,6900000,4111100000,2020,11980000
M,23710000,8440000,4111100000,2024,32150000
F,22550000,11860000,4146510700,2024,34410000
F,8770000,20660000,4111100000,2021,29430000
M,22070000,5900000,4211000000,2024,27970000
F,33970000,18940000,4146510700,2024,52910000
M,26320000,19530000,4279000000,2020,45850000
F,2990000,12420000,4211000000,2021,15410000
F,46280000,24460000,4399000000,2024,70740000
M,26040000,20970000,4279000000,2021,47010000
M,5350000,8770000,GYEONGGI,2022,14120000
M,7830000,29950000,4280000000,2020,37780000
M,26080000,16090000,4146510700,2020,42170000
F,35430000,20250000,4280000000,2020,55680000
M,35170000,28580000,4146510700,2023,63750000
F,1800000,25960000,4279000000,2021,27760000
M,8440000,4130000,GYEONGGI,2022,12570000
M,27350000,27020000,4273000000,2024,54370000
F,28720000,9330000,4273000000,2022,38050000
M,9390000,13340000,4211000000,2021,22730000
M,8220000,12320000,4111100000,2020,20540000
M,17560000,9970000,4111100000,2023,27530000
M,32650000,2080000,4273000000,2021,34730000
F,16490000,1360000,4279000000,2021,17850000
F,25110000,29090000,GYEONGGI,2024,54200000
M,26680000,3240000,4211000000,2022,29920000
M,9940000,25280000,4279000000,2022,35220000
M,44110000,29370000,4111100000,2024,73480000
F,29030000,24100000,4211000000,2023,53130000
F,1300000,9710000,4280000000,2020,11010000
F,27260000,8670000,4291000000,2020,35930000
F,28880000,25880000,4399000000,2023,54760000
M,22960000,15700000,4211000000,2024,38660000
M,43060000,20030000,4111100000,2021,63090000
M,36060000,25560000,4279000000,2022,61620000
F,30210000,21580000,4280000000,2021,51790000
M,34580000,13540000,4399000000,2022,48120000
F,35720000,3770000,4399000000,2021,39490000
F,20480000,18290000,4211000000,2024,38770000
M,8730000,28060000,4399000000,2024,36790000
M,47440000,16630000,4280000000,2023,64070000
M,7280000,11780000,GYEONGGI,2021,19060000
F,47960000,21620000,4279000000,2021,69580000
F,7010000,20170000,4211000000,2023,27180000
M,47730000,23500000,4399000000,2023,71230000
M,47240000,20180000,GYEONGGI,2024,67420000
F,45360000,18970000,4279000000,2024,64330000
M,36290000,2770000,4146510700,2021,39060000
F,33380000,21640000,GYEONGGI,2024,55020000
F,2500000,18420000,4146510700,2024,20920000
M,6170000,9350000,4146510700,2021,15520000
M,45580000,27930000,GYEONGGI,2023,73510000
M,26900000,21030000,4399000000,2021,47930000
M,49810000,8620000,4146510700,2020,58430000
F,46080000,5540000,4399000000,2021,51620000
F,170000,15160000,4399000000,2020,15330000
F,10780000,22550000,4279000000,2021,33330000
M,40900000,22020000,GANGWON,2020,62920000
F,1360000,18990000,4280000000,2020,20350000
M,15490000,70000,4399000000,2021,15560000
M,5880000,12040000,4279000000,2024,17920000
M,18380000,19750000,4291000000,2022,38130000
M,31640000,3780000,4146510700,2024,35420000
M,28430000,21730000,4211000000,2020,50160000
M,13810000,18750000,4399000000,2021,32560000
F,11310000,1940000,GYEONGGI,2021,13250000
M,6560000,19680000,4146510700,2021,26240000
F,40480000,25650000,4146510700,2021,66130000
F,48870000,22000000,4291000000,2022,70870000
M,1380000,24460000,4211000000,2023,25840000
M,36140000,20280000,4279000000,2020,56420000
M,35610000,28550000,4291000000,2022,64160000
F,25960000,6820000,4280000000,2024,32780000
M,31290000,1260000,4146510700,2023,32550000
F,13400000,29040000,4399000000,2023,42440000
M,27380000,14550000,4399000000,2021,41930000
M,21190000,12220000,4291000000,2022,33410000
F,33010000,26530000,4280000000,2024,59540000
F,19870000,10960000,4273000000,2021,30830000
M,19570000,2120000,4111100000,2021,21690000
F,17650000,19760000,GYEONGGI,2020,37410000
F,6000000,3070000,GYEONGGI,2023,9070000
F,31300000,2320000,4273000000,2024,33620000
F,42430000,11840000,4146510700,2023,54270000
F,37960000,13880000,4279000000,2022,51840000
M,10720000,22880000,4211000000,2020,33600000
M,19340000,10730000,4273000000,2021,30070000
F,47670000,1070000,4280000000,2020,48740000
M,46020000,24220000,4399000000,2021,70240000
M,22610000,16220000,4111100000,2020,38830000
F,11880000,22490000,4146510700,2021,34370000
M,30180000,11480000,4111100000,2023,41660000
F,39880000,16120000,4211000000,2023,56000000
F,41920000,28270000,4399000000,2023,70190000
M,24210000,9920000,4280000000,2023,34130000
F,1460000,1620000,GYEONGGI,2020,3080000
F,21120000,27570000,4211000000,2021,48690000
F,48140000,10620000,4273000000,2023,58760000
F,13590000,20440000,GYEONGGI,2020,34030000
F,40660000,29350000,GYEONGGI,2021,70010000
M,21100000,2910000,4280000000,2020,24010000
M,8660000,24740000,4273000000,2023,33400000
F,23710000,22960000,4291000000,2022,46670000
F,33310000,4120000,4211000000,2020,37430000
M,41280000,27630000,4279000000,2023,68910000
F,2700000,4860000,GANGWON,2024,7560000
M,26320000,20230000,4399000000,2021,46550000
F,22570000,380000,4280000000,2023,22950000
F,46660000,8920000,4399000000,2024,55580000
F,29610000,16410000,4211000000,2020,46020000
F,42090000,5600000,4273000000,2020,47690000
F,6940000,23540000,4279000000,2024,30480000
F,38200000,15850000,GANGWON,2024,54050000
