Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
B,Flight,5,4,268,3,medium,M,6,2206,Yes
A,Flight,3,4,224,2,low,M,8,4162,No
F,Ship,4,4,259,2,low,M,6,4308,Yes
C,Road,3,4,142,4,medium,M,5,4429,No
F,Flight,6,1,272,4,low,F,2,1018,No
F,Ship,3,2,158,3,medium,F,1,5438,No
F,Ship,3,1,141,2,low,F,4,1297,Yes
C,Ship,4,2,271,3,medium,M,4,4743,Yes
B,Ship,4,3,244,3,medium,M,8,3318,Yes
A,Ship,3,1,213,3,high,F,6,5535,No
C,Ship,4,4,156,2,low,M,7,5017,No
F,Ship,3,2,159,2,medium,F,3,4876,No
C,Ship,7,2,272,4,medium,M,9,1188,Yes
B,Flight,5,2,227,3,medium,M,2,4058,Yes
A,Ship,4,4,255,3,medium,F,60,2777,Yes
F,Ship,6,3,276,4,low,F,8,1754,Yes
F,Ship,4,2,136,4,low,F,3,4190,No
F,Ship,4,1,186,4,medium,F,57,3880,Yes
F,Ship,5,4,260,6,low,F,2,1765,No
D,Ship,3,3,124,3,medium,M,59,1959,Yes
F,Ship,4,2,245,2,low,M,3,4000,No
A,Ship,4,3,192,3,medium,F,10,4086,Yes
F,Ship,5,3,169,4,low,F,4,5683,No
B,Ship,7,1,250,5,medium,M,8,1776,No
C,Ship,6,1,123,5,medium,M,5,5323,Yes
B,Ship,4,1,143,2,medium,M,3,1996,Yes
B,Road,3,4,228,4,medium,M,6,4947,No
B,Flight,3,3,142,3,medium,M,23,1897,Yes
F,Flight,4,2,241,2,low,M,17,3844,Yes
F,Ship,5,4,224,3,low,F,34,2627,Yes
B,Ship,2,5,140,4,high,F,2,4636,Yes
F,Ship,3,1,202,2,medium,M,7,4598,No
A,Ship,3,5,204,3,low,F,45,2513,Yes
F,Ship,7,3,310,5,low,F,5,1563,No
C,Ship,5,3,184,5,low,M,3,5219,Yes
A,Ship,3,3,220,3,high,F,6,5269,Yes
F,Ship,3,2,255,4,medium,M,5,4415,No
C,Ship,4,4,161,3,low,M,2,5257,No
F,Ship,5,5,260,2,low,F,23,3065,Yes
D,Road,4,3,257,10,medium,F,3,5881,Yes
D,Ship,5,1,252,5,low,M,4,1308,No
F,Ship,4,1,152,7,low,F,5,5325,Yes
B,Ship,4,1,209,2,low,F,10,5066,No
F,Flight,4,3,148,5,medium,M,2,4065,Yes
B,Road,4,3,194,3,medium,M,3,5916,Yes
F,Ship,3,3,112,4,low,F,7,5716,Yes
F,Road,4,2,262,2,medium,M,3,4090,Yes
A,Flight,3,4,97,4,low,M,32,1238,Yes
F,Ship,4,3,262,2,low,M,10,5524,Yes
F,Ship,5,1,148,4,high,M,2,5821,Yes
F,Ship,7,2,310,4,low,M,4,1806,No
F,Ship,5,1,171,5,medium,F,2,5921,Yes
C,Ship,6,3,292,4,low,M,8,1925,No
F,Ship,3,4,186,2,medium,F,9,5841,No
B,Road,4,3,240,3,medium,M,6,4964,No
C,Ship,3,2,155,3,medium,F,7,1434,Yes
F,Ship,5,5,255,4,medium,M,3,3440,Yes
F,Flight,3,2,204,2,high,M,8,4562,Yes
F,Ship,3,4,208,2,low,F,37,2537,Yes
B,Ship,4,4,222,3,medium,F,6,4199,Yes
F,Ship,3,4,266,2,high,F,55,2779,Yes
F,Ship,4,5,237,2,medium,F,60,3427,Yes
F,Ship,3,1,189,3,low,M,1,4886,No
D,Ship,5,1,208,2,low,F,9,4887,No
D,Ship,2,1,228,3,high,F,1,5500,Yes
D,Ship,5,3,181,4,low,F,2,5332,No
A,Ship,3,4,100,3,medium,M,4,4191,No
F,Ship,4,2,201,2,medium,M,6,5729,No
B,Ship,5,5,232,3,low,F,5,5338,No
F,Ship,4,2,280,4,low,M,9,5288,Yes
A,Flight,5,5,105,4,low,M,6,5135,Yes
F,Road,4,3,243,4,low,F,9,4811,No
C,Ship,4,4,249,10,medium,F,2,4190,No
A,Ship,3,2,177,2,medium,F,23,1929,Yes
F,Ship,3,2,251,2,low,F,5,3443,Yes
F,Ship,4,4,168,3,medium,M,53,1782,Yes
C,Ship,4,5,245,3,medium,F,2,5439,Yes
A,Ship,3,4,226,2,medium,F,1,5460,No
D,Ship,3,1,155,3,medium,F,27,1022,Yes
B,Ship,4,4,149,2,medium,F,2,5881,No
B,Ship,5,1,160,4,medium,M,5,5841,No
C,Flight,2,3,280,4,low,M,17,3555,Yes
F,Ship,4,4,176,4,high,F,63,1293,Yes
D,Road,5,2,255,6,low,M,6,1610,No
F,Ship,4,1,264,2,low,F,3,5258,No
C,Flight,5,5,171,3,medium,F,6,4209,Yes
C,Ship,5,4,185,3,medium,F,1,4925,No
A,Ship,5,3,150,2,low,M,2,1682,Yes
A,Ship,3,3,140,2,medium,F,30,1547,Yes
D,Road,4,2,176,3,low,M,23,1909,Yes
C,Ship,5,1,241,5,low,M,4,1348,Yes
F,Ship,3,1,249,2,medium,M,9,5987,Yes
B,Ship,4,2,269,5,low,F,45,2383,Yes
B,Ship,4,3,245,6,low,F,3,1155,No
F,Ship,4,2,201,3,medium,F,6,5616,Yes
F,Ship,6,4,260,4,medium,M,1,1726,No
D,Ship,4,1,168,2,low,M,3,4665,Yes
F,Flight,4,3,226,6,medium,M,10,1174,No
D,Ship,3,2,155,3,low,M,1,5731,Yes
D,Ship,3,2,132,3,low,F,56,1303,Yes
F,Ship,5,5,155,3,medium,F,6,4109,Yes
F,Ship,4,4,301,5,low,M,6,1931,No
F,Ship,6,4,268,4,medium,F,3,1586,No
D,Ship,3,4,214,3,low,F,1,5722,No
F,Flight,3,1,244,3,medium,M,6,4062,Yes
C,Road,4,2,168,2,high,F,9,5684,No
D,Ship,5,5,234,6,medium,F,60,2443,Yes
B,Flight,3,1,151,2,low,M,60,1925,Yes
C,Flight,6,1,281,3,medium,F,36,2536,Yes
F,Ship,3,5,146,10,low,M,9,4128,No
B,Flight,4,5,157,3,medium,M,28,1557,Yes
D,Ship,6,3,213,3,low,M,17,1656,Yes
F,Road,5,4,244,5,medium,F,1,1320,No
F,Road,3,3,154,10,medium,F,1,5235,Yes
D,Ship,3,5,227,4,low,F,9,4647,No
D,Ship,4,1,179,4,medium,F,2,4071,Yes
F,Ship,3,1,155,3,low,M,49,1203,Yes
F,Ship,4,4,274,2,low,F,7,4873,Yes
D,Ship,5,5,217,6,medium,M,1,1761,No
F,Ship,4,2,216,2,medium,F,22,3024,Yes
C,Ship,3,1,153,2,low,F,6,1314,Yes
B,Ship,3,3,216,4,low,F,9,5107,Yes
C,Ship,4,2,240,3,medium,M,9,5170,Yes
F,Flight,4,1,241,3,medium,M,6,4558,No
B,Road,4,2,187,3,high,F,5,4897,Yes
A,Ship,4,2,192,6,high,F,3,5173,No
C,Road,3,5,166,3,high,F,5,5206,No
D,Ship,3,1,246,2,low,F,9,4947,No
A,Ship,4,1,163,8,medium,F,9,5489,Yes
F,Ship,4,4,228,3,low,M,60,2715,Yes
F,Ship,6,5,244,4,medium,F,2,1980,No
F,Flight,3,3,150,3,low,M,6,1775,Yes
F,Ship,5,2,251,6,low,M,10,1196,No
D,Ship,4,4,202,3,low,F,3,5524,Yes
A,Ship,3,1,198,4,medium,F,44,2848,Yes
D,Ship,4,3,170,3,medium,F,2,5330,Yes
B,Ship,4,4,247,2,medium,F,6,5833,Yes
B,Ship,3,1,146,4,low,F,10,4583,No
F,Ship,3,3,174,3,medium,F,2,4221,No
B,Ship,6,3,284,4,medium,M,4,1652,Yes
A,Ship,3,1,183,2,low,M,5,5329,Yes
A,Road,4,2,172,2,low,M,23,1019,Yes
D,Ship,5,2,173,4,medium,M,4,5363,No
F,Ship,4,1,140,2,low,M,8,4926,No
F,Ship,2,3,264,2,low,F,63,2896,Yes
C,Ship,5,4,226,6,low,F,3,1223,Yes
F,Ship,2,4,255,3,low,F,55,1663,Yes
B,Ship,3,1,231,3,medium,M,9,5148,Yes
A,Flight,5,3,187,3,low,M,2,5967,No
F,Road,3,5,232,2,high,F,8,5146,No
A,Ship,6,2,99,3,low,M,8,5872,No
B,Ship,5,5,166,2,high,F,2,4562,Yes
C,Flight,5,1,231,2,low,M,10,4892,Yes
F,Ship,5,2,154,4,low,F,8,4820,No
D,Flight,3,5,238,2,low,F,8,5769,No
C,Ship,3,4,163,2,low,F,7,5720,No
F,Flight,3,4,155,3,medium,M,4,1548,Yes
F,Flight,5,1,198,2,medium,F,37,3025,Yes
C,Ship,6,3,202,3,low,F,5,4930,No
F,Flight,5,2,152,3,medium,M,4,4699,Yes
F,Ship,3,5,169,2,medium,F,4,4466,Yes
F,Ship,3,2,169,2,low,M,6,4033,No
F,Road,4,3,263,6,medium,M,8,1123,Yes
A,Ship,4,1,235,4,low,M,22,2066,Yes
C,Ship,4,3,229,2,medium,M,7,5364,Yes
F,Ship,3,1,207,4,low,M,9,4252,No
F,Ship,5,5,177,5,low,F,1,4379,Yes
C,Ship,5,3,200,8,low,F,9,2741,Yes
A,Flight,4,1,200,2,low,F,9,4808,Yes
F,Ship,3,1,202,2,medium,M,62,3398,Yes
F,Flight,4,1,140,2,low,F,5,1274,Yes
C,Ship,5,5,222,6,low,F,3,1861,No
F,Flight,5,2,240,3,low,M,7,4744,Yes
A,Ship,5,5,259,2,medium,M,63,2583,Yes
C,Ship,2,5,156,2,low,M,2,1750,Yes
F,Ship,2,5,123,4,medium,M,8,4042,No
F,Ship,3,3,157,4,medium,F,7,4487,Yes
F,Ship,5,4,137,2,low,F,2,4077,Yes
F,Ship,5,5,135,2,low,F,1,4324,Yes
F,Ship,5,5,195,2,low,F,6,3936,Yes
C,Road,3,1,162,4,medium,F,4,5683,No
D,Ship,5,4,259,5,low,F,4,1991,Yes
F,Flight,3,5,233,3,medium,M,52,3519,Yes
D,Ship,2,5,254,3,low,M,6,5684,No
B,Flight,4,5,192,4,low,F,10,4691,No
F,Flight,3,4,243,3,medium,M,6,4950,No
D,Ship,3,3,247,2,medium,M,55,3461,Yes
B,Flight,3,5,224,3,medium,F,20,2937,Yes
F,Ship,4,5,144,3,low,M,9,1526,Yes
D,Ship,3,2,225,3,high,M,5,4304,Yes
F,Road,3,4,176,3,high,M,36,1779,Yes
D,Ship,3,2,273,3,low,M,41,3464,Yes
F,Ship,4,1,163,2,low,F,3,4099,Yes
B,Ship,7,3,306,4,low,F,4,1630,No
A,Ship,5,2,158,3,low,M,4,4324,No
B,Ship,3,3,198,2,low,M,8,4620,Yes
B,Ship,3,4,273,2,medium,F,5,5223,No
C,Ship,3,2,186,2,low,M,7,5522,No
C,Ship,3,4,205,8,medium,M,1,4977,Yes
F,Ship,5,1,241,5,low,F,5,1116,Yes
A,Ship,4,5,188,3,low,F,6,3361,Yes
A,Ship,3,2,144,4,medium,M,8,4867,Yes
C,Road,4,3,175,2,low,M,3,4200,No
A,Flight,5,2,275,4,medium,F,10,1141,Yes
B,Road,5,4,180,4,medium,F,7,4200,Yes
F,Road,7,3,264,4,medium,M,3,1296,No
F,Road,4,1,225,2,low,M,4,4102,No
C,Road,3,3,176,3,medium,M,9,5575,No
B,Flight,3,2,269,2,medium,F,1,4978,No
F,Flight,5,4,147,3,medium,M,23,1132,Yes
A,Ship,3,5,216,4,low,F,3,4934,No
C,Flight,6,1,291,5,medium,F,53,1682,Yes
C,Ship,3,3,142,3,low,F,7,4439,No
C,Ship,5,3,243,5,low,F,9,1312,Yes
D,Ship,4,4,135,3,medium,M,6,4335,Yes
A,Flight,3,2,173,3,high,M,60,1582,Yes
D,Road,5,3,217,3,low,M,6,4934,Yes
D,Ship,4,4,260,2,medium,M,6,4474,No
B,Road,3,4,206,3,medium,F,5,5915,No
F,Flight,7,5,278,4,low,F,5,1572,Yes
F,Ship,3,4,172,3,low,F,4,4337,No
C,Ship,5,4,229,6,low,F,9,1733,No
F,Ship,3,3,202,2,medium,F,1,5220,Yes
F,Flight,5,5,173,2,low,M,7,4716,No
F,Road,2,4,141,3,medium,F,27,1628,Yes
C,Road,4,4,199,3,low,F,9,5016,No
C,Ship,6,1,264,4,low,M,10,1960,No
A,Ship,5,3,219,4,medium,M,5,4096,No
B,Ship,5,1,162,3,medium,M,31,1435,Yes
B,Ship,3,4,181,2,medium,F,4,4629,No
A,Flight,5,1,262,2,high,M,9,5008,No
B,Ship,2,4,147,2,medium,M,3,5136,Yes
F,Ship,3,5,264,4,medium,F,8,4324,No
D,Ship,4,2,233,4,high,F,6,5256,No
F,Ship,5,5,167,8,low,M,44,1547,Yes
C,Ship,4,1,195,3,low,M,43,2849,Yes
F,Ship,4,5,266,3,medium,F,4,5928,Yes
F,Ship,3,1,180,3,low,F,10,5633,No
F,Ship,3,1,146,3,medium,M,9,4944,Yes
F,Ship,3,2,222,2,medium,M,1,4021,Yes
B,Ship,4,2,223,3,medium,F,56,3158,Yes
F,Ship,5,5,140,8,medium,M,2,4793,Yes
C,Ship,3,1,181,3,medium,M,29,2981,Yes
F,Ship,2,2,177,5,low,M,36,1249,Yes
D,Ship,3,3,211,4,low,M,7,4733,No
F,Ship,3,4,220,7,low,M,43,2620,Yes
D,Ship,4,5,248,5,low,F,6,1754,No
D,Road,4,3,260,5,low,F,8,1756,No
F,Ship,3,3,152,3,medium,M,5,1385,Yes
F,Road,3,1,258,2,medium,M,11,2791,Yes
F,Flight,4,5,173,2,medium,F,5,4776,Yes
C,Ship,4,2,193,2,medium,F,1,5909,No
D,Road,4,1,176,3,medium,F,36,1891,Yes
C,Flight,2,5,202,3,low,M,50,2587,Yes
C,Ship,5,3,258,2,low,F,10,5371,Yes
B,Flight,5,2,232,3,low,M,5,5607,Yes
B,Ship,4,3,251,3,medium,M,5,4206,No
A,Ship,4,4,171,3,medium,F,11,1594,Yes
F,Ship,2,5,264,2,low,M,9,5898,Yes
B,Flight,4,3,211,8,medium,F,6,5583,No
B,Ship,3,2,173,2,low,F,8,5492,No
C,Ship,2,5,186,2,medium,M,10,4506,No
C,Ship,5,2,243,2,medium,M,58,2758,Yes
B,Ship,4,1,268,3,low,M,8,5486,No
F,Ship,3,3,241,3,low,M,5,2713,Yes
F,Ship,4,1,151,3,high,F,39,1458,Yes
F,Ship,6,1,246,6,low,F,9,5466,Yes
F,Ship,4,3,138,3,medium,M,15,1080,Yes
F,Ship,3,2,153,10,high,F,7,5305,No
A,Flight,5,2,146,3,low,F,7,4524,Yes
D,Ship,5,5,229,5,medium,M,2,1975,Yes
A,Ship,2,5,247,4,medium,M,4,5255,Yes
F,Ship,4,5,135,3,medium,F,53,1744,Yes
B,Road,4,1,197,3,low,M,2,4326,No
B,Ship,5,2,196,3,low,F,4,4271,No
D,Ship,2,5,284,3,medium,M,6,4575,No
F,Ship,5,5,166,3,medium,F,20,1267,Yes
C,Ship,7,5,308,4,medium,M,6,1165,No
D,Ship,4,4,141,2,low,M,7,1479,Yes
F,Road,5,5,284,6,low,M,9,3912,Yes
F,Ship,3,5,164,3,high,M,10,4639,Yes
F,Ship,5,4,139,3,medium,F,6,5721,No
A,Ship,5,4,231,5,low,M,10,1247,No
B,Ship,3,1,266,5,low,M,1,5459,No
B,Flight,3,5,189,2,low,M,8,4567,No
F,Flight,4,4,282,6,medium,F,52,3009,Yes
B,Road,4,4,268,6,medium,F,3,4834,No
F,Ship,5,2,167,4,low,M,10,4325,No
C,Ship,4,5,246,6,low,M,1,1400,Yes
F,Ship,5,3,227,4,low,F,10,1317,Yes
A,Ship,3,3,307,5,low,F,3,1578,Yes
D,Road,4,3,164,3,low,M,28,1880,Yes
F,Ship,5,1,234,5,medium,M,8,1837,No
C,Ship,3,3,264,2,low,M,2,4350,No
F,Ship,4,4,144,3,low,F,7,5351,Yes
F,Ship,2,1,222,2,medium,M,58,3626,Yes
D,Ship,4,2,180,3,low,M,22,1261,Yes
F,Road,3,2,145,2,low,M,3,4409,No
F,Ship,3,1,150,2,low,F,6,5697,No
D,Ship,5,2,270,3,low,M,3,5266,Yes
A,Road,3,4,167,3,low,M,14,1420,Yes
B,Ship,3,2,198,4,low,F,3,4172,Yes
B,Ship,5,2,231,5,low,F,4,1913,Yes
F,Ship,6,2,172,2,low,M,41,1006,Yes
B,Ship,4,4,134,2,low,M,1,5209,Yes
F,Flight,5,5,263,5,medium,M,10,1789,Yes
F,Road,3,3,176,2,low,F,58,1730,Yes
F,Ship,5,2,268,3,medium,F,41,3716,Yes
B,Road,5,1,236,2,low,F,2,4987,Yes
A,Ship,2,5,279,3,low,F,8,4632,No
D,Ship,4,3,141,3,low,F,2,1915,Yes
F,Ship,3,2,189,3,high,M,1,4997,Yes
D,Flight,7,3,302,4,medium,F,7,1915,No
C,Ship,3,3,200,3,low,M,4,3791,Yes
D,Ship,3,3,231,3,medium,F,9,4623,Yes
F,Ship,3,3,141,4,low,F,35,1417,Yes
B,Ship,7,4,282,4,low,M,6,1800,No
F,Ship,4,2,270,2,low,M,65,3599,Yes
B,Ship,5,2,135,3,medium,M,9,5173,No
F,Ship,6,2,164,4,low,M,6,5264,No
B,Ship,5,4,245,6,medium,M,9,1660,No
F,Flight,4,4,165,6,low,F,5,4640,Yes
C,Ship,2,5,286,6,medium,F,5,5490,No
C,Ship,3,2,260,3,medium,M,52,2874,Yes
B,Ship,4,3,218,2,low,F,7,4423,No
F,Road,5,2,266,7,low,F,12,2056,Yes
A,Flight,3,5,254,3,low,M,6,4703,No
F,Road,5,3,219,3,low,M,1,2027,Yes
C,Ship,3,5,264,2,medium,M,33,2021,Yes
F,Ship,4,5,265,2,medium,F,18,2969,Yes
A,Flight,5,5,230,3,low,F,32,3249,Yes
C,Road,4,5,197,3,low,F,34,3784,Yes
F,Road,3,4,273,3,low,M,3,5163,Yes
D,Flight,3,1,230,3,medium,F,6,4392,No
F,Ship,3,1,232,2,medium,F,2,5104,Yes
F,Ship,3,4,147,3,low,F,8,5525,No
F,Ship,3,4,163,3,high,F,6,5912,No
F,Flight,4,2,245,5,low,M,8,1122,Yes
A,Ship,3,2,139,3,high,F,4,1546,Yes
F,Ship,2,1,235,3,medium,F,6,4411,Yes
D,Ship,3,4,263,6,high,M,3,4429,No
F,Road,4,5,159,3,low,M,2,1048,Yes
F,Ship,4,1,255,3,medium,F,6,4313,Yes
A,Ship,3,1,191,3,high,F,60,2069,Yes
A,Ship,5,4,260,5,low,F,2,1178,Yes
D,Ship,4,4,188,3,low,M,7,5720,No
C,Road,5,4,177,2,medium,F,45,1664,Yes
D,Ship,4,1,264,3,low,F,39,3719,Yes
F,Road,3,3,203,3,low,M,4,3114,Yes
F,Ship,3,5,187,4,medium,F,4,5640,No
C,Ship,3,1,269,2,low,F,35,3524,Yes
C,Ship,4,3,197,2,low,M,7,5449,No
F,Flight,7,2,250,5,medium,M,9,1327,No
B,Ship,4,4,198,2,medium,M,2,5725,Yes
C,Ship,4,5,144,8,medium,F,2,4956,Yes
F,Ship,2,4,107,4,high,F,4,4451,Yes
B,Ship,3,3,147,3,low,M,16,1563,Yes
B,Road,5,3,160,3,high,M,25,1977,Yes
A,Ship,4,5,252,4,low,F,6,4983,No
F,Flight,5,2,205,3,medium,F,1,4351,No
F,Ship,3,5,149,3,low,F,7,4357,No
C,Ship,3,3,207,10,low,F,7,4423,No
D,Road,3,4,134,3,medium,F,9,4230,Yes
B,Road,5,3,241,2,medium,M,5,5666,No
D,Ship,5,1,207,2,high,M,3,4083,No
C,Ship,4,5,194,3,medium,M,3,5168,Yes
F,Flight,2,3,257,4,medium,F,52,2073,Yes
A,Ship,4,5,195,2,low,M,2,4008,Yes
A,Flight,2,5,239,2,low,F,9,5363,Yes
A,Ship,3,4,224,2,medium,F,15,2701,Yes
F,Flight,3,3,270,3,low,M,7,4152,No
F,Road,5,5,179,5,low,M,38,1437,Yes
A,Road,4,1,150,4,high,M,60,1024,Yes
A,Road,5,3,269,3,low,F,8,4811,No
D,Ship,5,4,138,2,medium,M,38,1803,Yes
D,Flight,3,2,138,2,medium,M,8,5714,No
B,Ship,2,4,111,2,high,M,60,1787,Yes
D,Ship,6,3,281,3,medium,M,11,2135,Yes
F,Road,5,5,249,4,medium,F,38,2797,Yes
F,Road,4,4,259,2,medium,F,8,4672,No
F,Ship,3,4,209,3,low,M,37,2215,Yes
A,Ship,4,1,256,3,low,M,6,5818,No
C,Ship,7,5,273,4,low,F,7,1364,No
F,Ship,5,2,133,10,medium,M,53,1674,Yes
F,Road,5,2,256,3,medium,M,6,5604,Yes
C,Flight,5,5,169,2,medium,F,14,1497,Yes
B,Ship,3,1,226,3,medium,F,8,5000,No
F,Ship,5,4,266,2,medium,M,1,5494,No
D,Ship,3,2,108,4,low,F,5,4787,No
B,Ship,4,3,213,3,medium,M,2,5432,Yes
D,Ship,4,4,259,3,low,M,3,4509,No
A,Ship,5,3,235,5,low,M,4,1990,No
F,Ship,5,2,246,2,medium,M,13,2652,Yes
D,Flight,4,5,211,2,low,F,4,4106,Yes
B,Ship,4,2,227,3,medium,M,7,4041,No
B,Ship,3,1,200,2,low,F,44,2651,Yes
F,Ship,5,5,223,3,low,M,5,4373,Yes
F,Flight,5,1,231,7,high,F,9,5558,No
D,Ship,3,2,205,2,low,M,6,4853,No
F,Ship,6,1,142,5,low,F,30,1464,Yes
A,Ship,4,3,207,2,medium,M,5,4286,No
F,Ship,4,2,234,2,high,M,27,3393,Yes
B,Ship,4,2,247,3,medium,M,8,4977,No
B,Ship,3,5,219,3,low,F,54,3145,Yes
C,Flight,4,3,219,5,low,F,8,1702,Yes
B,Ship,4,3,273,4,medium,F,1,4585,No
F,Ship,5,2,173,2,low,M,7,5836,No
C,Ship,4,1,274,5,low,F,5,1581,Yes
F,Ship,4,4,101,5,low,F,8,4192,No
A,Flight,4,2,238,2,medium,F,9,4937,No
A,Ship,5,1,172,2,low,F,9,1723,No
C,Ship,6,3,310,4,low,F,2,1817,No
F,Ship,3,3,109,2,medium,M,18,1661,Yes
C,Ship,4,1,181,2,low,F,3,5877,No
F,Flight,5,2,221,5,medium,M,10,1160,No
D,Ship,4,4,204,2,low,M,29,2941,Yes
D,Ship,3,5,243,3,medium,F,5,4383,No
A,Ship,3,4,173,3,medium,M,52,1587,Yes
D,Flight,3,3,203,3,medium,F,3,4196,No
F,Road,3,5,234,2,medium,F,1,4455,Yes
F,Ship,3,4,248,3,medium,F,6,4932,No
F,Ship,3,5,159,3,low,M,46,1857,Yes
F,Road,6,2,248,4,low,F,10,1563,Yes
D,Ship,3,1,286,4,medium,M,4,5106,No
D,Road,4,5,220,3,medium,M,40,3516,Yes
F,Flight,4,1,235,2,high,M,64,2107,Yes
A,Flight,4,1,204,3,medium,M,3,4310,No
B,Flight,3,2,199,3,low,F,8,5431,No
D,Road,6,1,188,5,low,M,4,4887,No
F,Flight,3,1,176,3,low,M,5,5316,Yes
D,Ship,5,3,250,2,low,F,14,2064,Yes
C,Ship,4,4,172,3,medium,M,7,5098,No
A,Ship,4,5,251,2,medium,F,8,5232,No
F,Ship,5,1,156,6,medium,F,4,4821,No
A,Ship,5,2,194,4,low,M,8,5650,Yes
C,Ship,3,4,209,2,high,M,10,4540,No
B,Ship,5,1,232,3,low,F,10,1014,Yes
C,Ship,4,1,177,3,medium,F,5,4382,No
B,Ship,3,2,252,4,low,M,29,2353,Yes
F,Road,5,4,228,4,low,F,8,4831,Yes
F,Ship,5,4,237,3,medium,F,1,4369,No
A,Ship,6,4,284,4,low,F,7,1518,Yes
F,Road,7,2,281,4,medium,F,2,1291,No
A,Ship,4,4,154,3,low,F,7,4106,Yes
B,Ship,4,4,146,10,low,M,1,4351,No
A,Road,4,4,204,4,medium,F,35,2513,Yes
A,Road,4,2,221,3,low,M,10,5632,No
C,Ship,3,2,208,2,low,F,6,5344,No
C,Ship,2,1,177,4,low,M,63,1058,Yes
B,Ship,4,2,180,3,low,M,3,1518,Yes
F,Ship,4,1,169,2,low,M,2,5702,Yes
B,Ship,7,2,254,4,medium,F,9,1788,No
F,Ship,5,5,236,3,high,M,4,5724,Yes
F,Ship,7,4,291,4,medium,M,1,1817,Yes
F,Ship,6,4,247,4,medium,M,3,1946,No
A,Flight,2,5,189,2,low,M,38,3708,Yes
C,Flight,3,3,159,2,medium,F,6,5269,No
D,Road,2,4,183,3,low,F,12,3090,Yes
F,Ship,4,5,258,2,high,M,5,3512,Yes
D,Ship,3,3,227,2,high,M,5,4269,Yes
F,Flight,4,4,146,2,low,M,52,1459,Yes
B,Ship,5,3,145,3,medium,M,1,5783,Yes
F,Road,5,2,254,6,low,F,5,1951,No
A,Ship,3,4,254,3,medium,M,6,5716,No
B,Ship,6,2,294,4,low,M,35,1625,Yes
F,Ship,5,1,254,5,medium,M,10,1020,No
F,Ship,3,3,155,2,medium,F,5,5577,No
D,Ship,5,4,221,5,low,F,8,1927,Yes
A,Flight,3,3,168,2,medium,F,1,1829,Yes
C,Ship,3,5,181,4,low,F,1,5812,No
A,Ship,5,2,184,3,low,F,4,4552,No
B,Ship,7,5,289,4,low,M,3,1656,Yes
C,Ship,5,1,250,4,medium,M,10,5306,Yes
B,Ship,3,4,241,3,medium,M,3,4047,No
C,Ship,4,2,187,2,medium,F,7,5524,Yes
B,Road,3,4,260,4,low,F,10,4109,No
F,Road,2,1,228,2,medium,M,10,4854,Yes
F,Flight,4,3,143,2,high,M,39,1727,Yes
B,Road,7,1,307,4,low,F,8,1339,No
F,Ship,5,4,271,4,low,F,5,1184,Yes
A,Flight,3,1,104,4,low,F,9,5211,Yes
F,Flight,5,4,254,3,low,F,4,5611,Yes
C,Ship,4,2,247,2,medium,M,7,4955,Yes
C,Road,6,3,127,3,medium,F,7,5574,Yes
C,Ship,7,4,282,5,low,M,5,1149,No
F,Ship,4,2,254,7,low,F,6,5121,No
B,Ship,3,5,248,2,high,M,3,5287,Yes
C,Ship,4,2,201,8,medium,F,9,5146,No
F,Ship,5,1,179,3,low,F,7,5814,No
F,Ship,4,4,147,3,low,M,13,1145,Yes
B,Flight,3,4,217,2,medium,F,9,5450,No
C,Ship,4,1,189,10,medium,F,2,4505,Yes
A,Road,5,3,213,4,medium,F,50,2003,Yes
C,Road,6,4,150,5,medium,F,8,4709,No
A,Road,5,1,242,5,low,M,9,1767,No
D,Flight,4,5,156,3,low,F,60,1553,Yes
D,Ship,4,2,220,3,high,F,39,2459,Yes
F,Flight,6,4,306,4,low,F,8,1465,No
A,Ship,3,4,254,3,high,M,4,5830,Yes
F,Road,6,4,136,3,low,M,2,1187,No
F,Road,4,1,208,2,low,F,5,5707,Yes
C,Ship,3,3,179,2,low,M,5,5058,No
B,Ship,3,3,224,2,low,F,37,3220,Yes
B,Ship,4,1,155,4,low,F,1,4985,No
D,Ship,6,1,303,4,low,F,9,1080,No
F,Ship,3,2,238,2,low,M,19,2196,Yes
C,Ship,5,3,243,2,low,F,9,4828,Yes
C,Ship,5,5,249,3,low,M,1,4274,No
A,Road,6,4,262,5,low,M,9,1369,No
B,Ship,5,2,225,5,low,M,5,1015,No
D,Ship,4,5,160,3,low,F,9,5799,Yes
D,Ship,2,1,240,2,low,M,8,1144,Yes
C,Road,3,3,155,3,medium,M,5,4957,Yes
D,Ship,4,1,245,3,low,F,5,4523,No
F,Ship,3,2,188,6,medium,F,1,4856,No
B,Flight,3,1,267,2,low,M,7,4486,Yes
C,Ship,4,5,268,3,low,F,59,2083,Yes
F,Flight,6,5,245,4,low,F,8,1403,No
D,Ship,4,5,233,5,medium,F,44,2648,Yes
F,Ship,4,3,222,4,medium,M,49,3697,Yes
F,Ship,4,4,199,3,low,M,10,5002,Yes
D,Ship,4,1,183,3,low,M,3,5178,Yes
F,Ship,4,2,162,4,medium,M,7,5294,No
C,Ship,7,3,272,4,medium,M,2,1754,No
F,Ship,6,5,278,4,low,M,2,1167,Yes
